"si","sj","logLik","AIC","BIC"
"sys3","sys18",104,0,0
"sys3","sys19",10,6,6
"sys3","sys20",2,2,0
"sys3","sys21",2,0,0
"sys3","sys22",2,2,2
"sys3","sys23",2,0,0
"sys3","sys24",10,6,6
"sys3","sys25",10,6,6
"sys3","sys27",10,6,6
"sys3","sys28",10,6,6
"sys3","sys30",10,6,0
"sys4","sys5",204,0,0
"sys4","sys6",2,2,0
"sys4","sys7",2,0,0
"sys4","sys8",2,2,0
"sys4","sys9",10,6,0
"sys4","sys10",6,0,0
"sys4","sys11",234,0,0
"sys4","sys12",10,6,0
"sys4","sys13",204,6,0
"sys4","sys14",234,234,0
"sys4","sys15",234,0,0
"sys4","sys16",10,6,0
"sys4","sys17",104,6,0
"sys4","sys18",2,0,0
"sys4","sys19",10,6,6
"sys4","sys20",2,2,0
"sys4","sys21",10,0,0
"sys4","sys22",204,0,0
"sys4","sys23",204,204,0
"sys4","sys24",104,6,6
"sys4","sys25",2,6,6
"sys4","sys27",10,6,6
"sys4","sys28",10,6,6
"sys4","sys30",10,6,0
"sys5","sys6",1,1,1
"sys5","sys7",1,1,1
"sys5","sys8",19,1,1
"sys5","sys9",9,14,14
"sys5","sys10",9,9,4
"sys5","sys11",19,19,19
"sys5","sys12",17,1,1
"sys5","sys13",1,1,1
"sys5","sys14",1,1,1
"sys5","sys15",204,204,4
"sys5","sys16",9,1,1
"sys5","sys17",17,4,4
"sys5","sys18",204,14,14
"sys5","sys19",9,14,14
"sys5","sys20",104,104,4
"sys5","sys21",17,1,1
"sys5","sys22",19,19,4
"sys5","sys23",114,14,14
"sys5","sys24",1,1,1
"sys5","sys25",1,1,1
"sys5","sys27",9,14,14
"sys5","sys28",20,5,5
"sys5","sys30",9,1,1
"sys6","sys7",2,2,14
"sys6","sys8",7,7,14
"sys6","sys9",104,104,104
"sys6","sys10",1,1,1
"sys6","sys11",17,5,5
"sys6","sys12",17,14,14
"sys6","sys13",104,5,5
"sys6","sys14",8,4,4
"sys6","sys15",17,4,4
"sys6","sys16",19,16,16
"sys6","sys17",214,214,14
"sys6","sys18",214,16,16
"sys6","sys19",17,14,14
"sys6","sys20",9,14,14
"sys6","sys21",20,14,14
"sys6","sys22",10,5,5
"sys6","sys23",1,1,1
"sys6","sys24",104,104,4
"sys6","sys25",104,104,104
"sys6","sys27",17,14,14
"sys6","sys28",9,14,14
"sys6","sys30",104,104,104
"sys7","sys8",5,5,5
"sys7","sys9",214,214,214
"sys7","sys10",19,3,3
"sys7","sys11",17,1,1
"sys7","sys12",20,14,14
"sys7","sys13",214,214,214
"sys7","sys14",9,6,6
"sys7","sys15",17,4,4
"sys7","sys16",19,16,16
"sys7","sys17",214,214,14
"sys7","sys18",214,214,16
"sys7","sys19",19,16,16
"sys7","sys20",9,14,14
"sys7","sys21",20,16,16
"sys7","sys22",17,1,1
"sys7","sys23",19,14,14
"sys7","sys24",214,214,14
"sys7","sys25",214,214,14
"sys7","sys27",214,214,16
"sys7","sys28",214,214,214
"sys7","sys30",214,214,14
"sys8","sys9",2,2,4
"sys8","sys10",1,1,1
"sys8","sys11",17,4,4
"sys8","sys12",2,14,14
"sys8","sys13",104,104,104
"sys8","sys14",17,4,4
"sys8","sys15",17,5,5
"sys8","sys16",9,14,14
"sys8","sys17",214,214,214
"sys8","sys18",20,16,16
"sys8","sys19",2,2,4
"sys8","sys20",9,14,14
"sys8","sys21",20,14,14
"sys8","sys22",10,5,5
"sys8","sys23",1,1,1
"sys8","sys24",2,2,4
"sys8","sys25",104,104,104
"sys8","sys27",19,14,14
"sys8","sys28",2,14,14
"sys8","sys30",104,104,4
"sys9","sys10",7,14,14
"sys9","sys11",9,9,1
"sys9","sys12",2,2,14
"sys9","sys13",5,5,5
"sys9","sys14",114,114,14
"sys9","sys15",114,114,114
"sys9","sys16",20,5,5
"sys9","sys17",7,4,4
"sys9","sys18",20,14,14
"sys9","sys19",7,1,1
"sys9","sys20",10,4,4
"sys9","sys21",5,5,5
"sys9","sys22",114,114,5
"sys9","sys23",114,114,5
"sys9","sys24",9,14,14
"sys9","sys25",214,214,14
"sys9","sys27",114,5,5
"sys9","sys28",5,5,5
"sys9","sys30",2,14,14
"sys10","sys11",1,1,1
"sys10","sys12",20,14,14
"sys10","sys13",19,14,14
"sys10","sys14",1,1,1
"sys10","sys15",19,1,1
"sys10","sys16",19,14,14
"sys10","sys17",19,4,4
"sys10","sys18",214,14,14
"sys10","sys19",114,114,1
"sys10","sys20",9,4,4
"sys10","sys21",9,1,1
"sys10","sys22",19,1,1
"sys10","sys23",2,14,14
"sys10","sys24",1,1,1
"sys10","sys25",1,1,1
"sys10","sys27",7,14,14
"sys10","sys28",20,5,5
"sys10","sys30",19,14,14
"sys11","sys12",2,14,14
"sys11","sys13",1,1,1
"sys11","sys14",5,5,5
"sys11","sys15",114,114,14
"sys11","sys16",19,19,14
"sys11","sys17",19,13,13
"sys11","sys18",19,14,14
"sys11","sys19",204,204,4
"sys11","sys20",104,13,13
"sys11","sys21",17,1,1
"sys11","sys22",2,1,1
"sys11","sys23",114,14,14
"sys11","sys24",1,1,1
"sys11","sys25",9,1,1
"sys11","sys27",7,14,14
"sys11","sys28",1,1,1
"sys11","sys30",17,14,14
"sys12","sys13",20,20,14
"sys12","sys14",1,1,1
"sys12","sys15",5,5,5
"sys12","sys16",19,19,19
"sys12","sys17",1,1,1
"sys12","sys18",19,19,14
"sys12","sys19",204,1,1
"sys12","sys20",10,4,4
"sys12","sys21",17,1,1
"sys12","sys22",1,1,1
"sys12","sys23",10,5,5
"sys12","sys24",2,14,14
"sys12","sys25",19,14,14
"sys12","sys27",214,14,14
"sys12","sys28",19,19,1
"sys12","sys30",19,19,1
"sys13","sys14",19,16,16
"sys13","sys15",114,114,16
"sys13","sys16",20,14,14
"sys13","sys17",214,1,1
"sys13","sys18",20,5,5
"sys13","sys19",20,20,5
"sys13","sys20",20,5,5
"sys13","sys21",5,5,5
"sys13","sys22",114,5,5
"sys13","sys23",114,114,5
"sys13","sys24",17,14,14
"sys13","sys25",214,14,14
"sys13","sys27",114,14,14
"sys13","sys28",20,20,14
"sys13","sys30",5,5,5
"sys14","sys15",7,4,4
"sys14","sys16",7,1,1
"sys14","sys17",9,9,1
"sys14","sys18",2,5,0
"sys14","sys19",114,14,14
"sys14","sys20",214,214,14
"sys14","sys21",20,20,14
"sys14","sys22",10,6,6
"sys14","sys23",10,13,13
"sys14","sys24",9,4,4
"sys14","sys25",104,4,4
"sys14","sys27",104,104,4
"sys14","sys28",2,4,4
"sys14","sys30",104,104,104
"sys15","sys16",104,104,1
"sys15","sys17",9,1,1
"sys15","sys18",2,5,0
"sys15","sys19",114,114,14
"sys15","sys20",214,214,214
"sys15","sys21",214,214,214
"sys15","sys22",4,4,4
"sys15","sys23",10,5,5
"sys15","sys24",104,4,4
"sys15","sys25",104,4,4
"sys15","sys27",9,14,14
"sys15","sys28",104,4,4
"sys15","sys30",104,104,104
"sys16","sys17",5,5,5
"sys16","sys18",17,1,1
"sys16","sys19",9,9,1
"sys16","sys20",19,4,4
"sys16","sys21",19,19,14
"sys16","sys22",19,19,4
"sys16","sys23",2,14,14
"sys16","sys24",19,16,16
"sys16","sys25",2,2,14
"sys16","sys27",7,14,14
"sys16","sys28",2,5,5
"sys16","sys30",19,14,14
"sys17","sys18",5,5,5
"sys17","sys19",204,204,204
"sys17","sys20",2,2,2
"sys17","sys21",114,114,114
"sys17","sys22",19,13,13
"sys17","sys23",17,1,1
"sys17","sys24",2,2,2
"sys17","sys25",2,2,2
"sys17","sys27",5,5,5
"sys17","sys28",2,4,4
"sys17","sys30",17,13,13
"sys18","sys19",7,14,14
"sys18","sys20",20,5,5
"sys18","sys21",17,14,14
"sys18","sys22",114,14,14
"sys18","sys23",114,14,14
"sys18","sys24",20,16,16
"sys18","sys25",214,214,14
"sys18","sys27",20,16,16
"sys18","sys28",7,14,14
"sys18","sys30",7,14,14
"sys19","sys20",2,4,4
"sys19","sys21",214,214,214
"sys19","sys22",2,14,14
"sys19","sys23",5,5,5
"sys19","sys24",9,14,14
"sys19","sys25",19,19,1
"sys19","sys27",1,1,1
"sys19","sys28",19,19,14
"sys19","sys30",1,1,1
"sys20","sys21",1,1,1
"sys20","sys22",10,6,6
"sys20","sys23",204,4,4
"sys20","sys24",17,13,13
"sys20","sys25",17,4,4
"sys20","sys27",5,5,5
"sys20","sys28",5,5,5
"sys20","sys30",10,5,5
"sys21","sys22",114,114,14
"sys21","sys23",114,114,114
"sys21","sys24",1,1,1
"sys21","sys25",2,1,1
"sys21","sys27",7,1,1
"sys21","sys28",20,14,14
"sys21","sys30",1,1,1
"sys22","sys23",2,2,2
"sys22","sys24",104,104,4
"sys22","sys25",104,104,104
"sys22","sys27",2,14,14
"sys22","sys28",104,104,104
"sys22","sys30",104,104,104
"sys23","sys24",214,214,214
"sys23","sys25",214,14,14
"sys23","sys27",2,14,14
"sys23","sys28",214,214,214
"sys23","sys30",104,104,104
"sys24","sys25",9,9,9
"sys24","sys27",9,9,1
"sys24","sys28",2,14,14
"sys24","sys30",9,4,4
"sys25","sys27",19,14,14
"sys25","sys28",19,19,14
"sys25","sys30",204,204,204
"sys27","sys28",19,19,14
"sys27","sys30",214,5,5
"sys28","sys30",20,5,5
