"si","sj","logLik","AIC","BIC"
"sys21","sys28",20,16,16
"sys21","sys29",214,3,3
"sys21","sys30",2,5,0
"sys21","sys31",3,3,3
"sys21","sys32",20,16,16
"sys21","sys33",19,3,3
"sys21","sys34",20,3,3
"sys22","sys23",19,19,4
"sys22","sys24",19,14,14
"sys22","sys25",19,19,4
"sys22","sys26",2,2,14
"sys22","sys27",214,14,14
"sys22","sys28",19,19,14
"sys22","sys29",214,16,16
"sys22","sys30",2,16,16
"sys22","sys31",3,3,3
"sys22","sys32",20,16,16
"sys22","sys33",2,2,14
"sys22","sys34",20,16,16
"sys23","sys24",9,9,9
"sys23","sys25",19,19,19
"sys23","sys26",104,104,104
"sys23","sys27",20,5,5
"sys23","sys28",104,5,5
"sys23","sys29",214,16,16
"sys23","sys30",214,214,214
"sys23","sys31",214,214,3
"sys23","sys32",2,2,14
"sys23","sys33",2,2,2
"sys23","sys34",214,0,0
"sys24","sys25",214,214,14
"sys24","sys26",214,214,214
"sys24","sys27",214,214,14
"sys24","sys28",214,214,214
"sys24","sys29",214,3,3
"sys24","sys30",214,214,16
"sys24","sys31",214,16,16
"sys24","sys32",2,2,14
"sys24","sys33",2,2,2
"sys24","sys34",20,16,16
"sys25","sys26",2,2,4
"sys25","sys27",104,5,5
"sys25","sys28",19,19,14
"sys25","sys29",2,2,2
"sys25","sys30",2,16,16
"sys25","sys31",2,2,14
"sys25","sys32",2,2,16
"sys25","sys33",2,2,2
"sys25","sys34",20,16,16
"sys26","sys27",214,214,214
"sys26","sys28",2,2,2
"sys26","sys29",2,2,3
"sys26","sys30",2,16,16
"sys26","sys31",2,2,2
"sys26","sys32",2,2,2
"sys26","sys33",2,2,2
"sys26","sys34",2,2,0
"sys27","sys28",114,114,14
"sys27","sys29",204,4,4
"sys27","sys30",114,5,5
"sys27","sys31",204,204,4
"sys27","sys32",10,5,5
"sys27","sys33",10,13,13
"sys27","sys34",2,2,16
"sys28","sys29",2,16,16
"sys28","sys30",20,16,16
"sys28","sys31",2,2,2
"sys28","sys32",2,2,2
"sys28","sys33",2,2,2
"sys28","sys34",2,0,0
"sys29","sys30",114,114,5
"sys29","sys31",104,104,104
"sys29","sys32",1,1,1
"sys29","sys33",2,4,4
"sys29","sys34",214,0,0
"sys30","sys31",5,5,5
"sys30","sys32",214,214,14
"sys30","sys33",214,14,14
"sys30","sys34",19,3,3
"sys31","sys32",19,4,4
"sys31","sys33",17,4,4
"sys31","sys34",214,214,0
"sys32","sys33",7,14,14
"sys32","sys34",20,20,20
"sys33","sys34",20,20,3
