"si","sj","logLik","AIC","BIC"
"sys3","sys14",204,204,204
"sys3","sys15",9,9,9
"sys3","sys16",17,17,1
"sys3","sys17",104,104,4
"sys3","sys18",17,4,4
"sys3","sys19",8,4,4
"sys3","sys20",104,104,4
"sys3","sys21",104,4,4
"sys3","sys22",7,4,4
"sys3","sys23",13,13,13
"sys3","sys24",10,6,6
"sys3","sys25",104,6,6
"sys3","sys26",104,6,6
"sys3","sys27",19,4,4
"sys3","sys28",20,5,0
"sys3","sys29",9,6,6
"sys3","sys30",9,6,6
"sys3","sys31",104,104,6
"sys3","sys32",104,104,6
"sys3","sys33",104,104,104
"sys3","sys34",10,6,6
"sys3","sys35",2,4,4
"sys3","sys36",9,4,4
"sys3","sys37",2,2,4
"sys3","sys38",8,4,4
"sys3","sys39",10,4,4
"sys3","sys40",10,6,6
"sys3","sys41",10,6,6
"sys3","sys42",20,5,5
"sys3","sys43",10,6,6
"sys3","sys44",9,4,4
"sys3","sys45",2,2,2
"sys3","sys46",10,6,6
"sys3","sys47",104,104,104
"sys3","sys48",2,6,0
"sys3","sys49",10,6,6
"sys3","sys50",114,114,6
"sys3","sys51",9,9,14
"sys3","sys52",104,4,4
"sys3","sys53",9,9,4
"sys3","sys54",104,104,4
"sys3","sys55",8,6,6
"sys3","sys56",104,104,4
"sys3","sys57",2,4,4
"sys3","sys60",10,6,6
"sys3","sys61",10,6,6
"sys3","sys62",10,6,6
"sys3","sys66",13,13,13
"sys3","sys68",204,13,13
"sys3","sys69",19,19,1
"sys3","sys70",10,6,6
"sys3","sys71",104,6,0
"sys3","sys72",104,104,104
"sys3","sys73",104,104,13
"sys3","sys74",104,104,104
"sys3","sys76",9,14,14
"sys3","sys77",8,4,4
"sys3","sys78",7,1,1
"sys3","sys79",13,13,13
"sys3","sys80",9,4,4
"sys3","sys81",9,4,4
"sys3","sys82",10,6,6
"sys3","sys85",9,6,6
"sys3","sys87",9,6,6
"sys3","sys88",9,6,6
"sys4","sys5",2,6,6
"sys4","sys6",2,2,0
"sys4","sys7",9,9,4
"sys4","sys8",104,6,0
"sys4","sys9",204,6,6
"sys4","sys10",10,6,6
"sys4","sys11",10,6,6
"sys4","sys12",2,6,6
"sys4","sys13",104,104,104
"sys4","sys14",10,6,6
"sys4","sys15",9,9,9
"sys4","sys16",104,104,104
"sys4","sys17",104,104,104
"sys4","sys18",17,13,13
"sys4","sys19",13,13,13
"sys4","sys20",17,13,13
"sys4","sys21",104,104,104
"sys4","sys22",1,1,1
"sys4","sys23",1,1,1
"sys4","sys24",10,6,6
"sys4","sys25",104,6,6
"sys4","sys26",104,6,6
"sys4","sys27",10,6,6
"sys4","sys28",20,0,0
"sys4","sys29",9,6,6
"sys4","sys30",9,6,6
"sys4","sys31",10,6,6
"sys4","sys32",104,104,4
"sys4","sys33",104,104,6
"sys4","sys34",13,13,0
"sys4","sys35",8,4,4
"sys4","sys36",2,2,4
"sys4","sys37",8,4,4
"sys4","sys38",2,2,4
"sys4","sys39",2,13,13
"sys4","sys40",10,6,6
"sys4","sys41",10,6,6
"sys4","sys42",2,2,2
"sys4","sys43",10,6,6
"sys4","sys44",17,13,13
"sys4","sys45",10,6,6
"sys4","sys46",10,6,6
"sys4","sys47",104,104,6
"sys4","sys48",204,6,0
"sys4","sys49",9,6,6
"sys4","sys50",204,6,6
"sys4","sys51",9,4,4
"sys4","sys52",9,4,4
"sys4","sys53",10,6,6
"sys4","sys54",13,13,13
"sys4","sys55",10,6,6
"sys4","sys56",104,13,13
"sys4","sys57",10,6,6
"sys4","sys60",104,104,0
"sys4","sys61",104,104,6
"sys4","sys62",104,6,6
"sys4","sys66",10,6,6
"sys4","sys68",204,6,6
"sys4","sys69",19,19,5
"sys4","sys70",10,6,6
"sys4","sys71",204,204,0
"sys4","sys72",104,6,6
"sys4","sys73",104,104,13
"sys4","sys74",104,104,6
"sys4","sys76",4,4,4
"sys4","sys77",2,4,4
"sys4","sys78",17,13,13
"sys4","sys79",13,13,13
"sys4","sys80",13,13,13
"sys4","sys81",19,13,13
"sys4","sys82",10,6,6
"sys4","sys85",2,6,6
"sys4","sys87",8,6,6
"sys4","sys88",10,6,6
"sys5","sys6",2,2,2
"sys5","sys7",2,2,0
"sys5","sys8",114,0,0
"sys5","sys9",2,0,0
"sys5","sys10",2,2,4
"sys5","sys11",9,6,6
"sys5","sys12",2,2,2
"sys5","sys13",9,6,6
"sys5","sys14",9,6,6
"sys5","sys15",9,4,4
"sys5","sys16",104,104,6
"sys5","sys17",2,2,2
"sys5","sys18",19,1,1
"sys5","sys19",2,2,2
"sys5","sys20",9,4,4
"sys5","sys21",104,104,104
"sys5","sys22",104,104,6
"sys5","sys23",104,104,6
"sys5","sys24",9,4,4
"sys5","sys25",9,9,4
"sys5","sys26",9,9,4
"sys5","sys27",19,19,14
"sys5","sys28",234,0,0
"sys5","sys29",2,6,6
"sys5","sys30",2,6,6
"sys5","sys31",9,6,6
"sys5","sys32",10,6,6
"sys5","sys33",10,6,6
"sys5","sys34",114,114,16
"sys5","sys35",9,9,4
"sys5","sys36",10,6,6
"sys5","sys37",19,19,1
"sys5","sys38",104,13,13
"sys5","sys39",9,6,6
"sys5","sys40",2,6,6
"sys5","sys41",8,13,13
"sys5","sys42",10,10,4
"sys5","sys43",8,4,4
"sys5","sys44",9,6,6
"sys5","sys45",19,4,4
"sys5","sys46",204,4,4
"sys5","sys47",13,13,13
"sys5","sys48",20,5,5
"sys5","sys49",9,6,6
"sys5","sys50",9,6,6
"sys5","sys51",2,2,0
"sys5","sys52",9,6,6
"sys5","sys53",9,4,4
"sys5","sys54",9,4,4
"sys5","sys55",104,104,104
"sys5","sys56",9,9,4
"sys5","sys57",9,6,6
"sys5","sys60",114,0,0
"sys5","sys61",114,0,0
"sys5","sys62",9,0,0
"sys5","sys66",10,6,6
"sys5","sys68",204,204,204
"sys5","sys69",9,1,1
"sys5","sys70",10,6,6
"sys5","sys71",214,214,0
"sys5","sys72",10,6,6
"sys5","sys73",204,6,0
"sys5","sys74",10,6,6
"sys5","sys76",2,6,6
"sys5","sys77",104,6,6
"sys5","sys78",19,4,4
"sys5","sys79",9,9,4
"sys5","sys80",9,9,4
"sys5","sys81",9,1,1
"sys5","sys82",17,4,4
"sys5","sys85",8,4,4
"sys5","sys87",10,6,6
"sys5","sys88",9,4,4
"sys6","sys7",2,2,6
"sys6","sys8",114,114,0
"sys6","sys9",30,0,0
"sys6","sys10",10,6,6
"sys6","sys11",2,6,6
"sys6","sys12",2,2,6
"sys6","sys13",9,4,4
"sys6","sys14",10,6,6
"sys6","sys15",9,6,6
"sys6","sys16",13,13,13
"sys6","sys17",19,1,1
"sys6","sys18",104,6,6
"sys6","sys19",104,4,4
"sys6","sys20",104,6,0
"sys6","sys21",104,104,104
"sys6","sys22",104,104,104
"sys6","sys23",104,104,4
"sys6","sys24",10,5,5
"sys6","sys25",5,5,5
"sys6","sys26",10,5,5
"sys6","sys27",10,6,6
"sys6","sys28",204,204,204
"sys6","sys29",114,114,114
"sys6","sys30",114,114,114
"sys6","sys31",204,13,13
"sys6","sys32",104,104,6
"sys6","sys33",19,14,14
"sys6","sys34",234,234,0
"sys6","sys35",9,5,5
"sys6","sys36",104,6,6
"sys6","sys37",204,4,4
"sys6","sys38",104,104,6
"sys6","sys39",104,6,6
"sys6","sys40",204,13,0
"sys6","sys41",104,104,4
"sys6","sys42",20,5,0
"sys6","sys43",104,4,4
"sys6","sys44",10,6,6
"sys6","sys45",10,6,6
"sys6","sys46",9,4,4
"sys6","sys47",104,6,6
"sys6","sys48",10,6,0
"sys6","sys49",9,6,6
"sys6","sys50",10,6,6
"sys6","sys51",10,6,6
"sys6","sys52",2,2,4
"sys6","sys53",204,4,4
"sys6","sys54",8,4,4
"sys6","sys55",10,6,6
"sys6","sys56",204,4,4
"sys6","sys57",204,4,0
"sys6","sys60",10,6,0
"sys6","sys61",10,6,0
"sys6","sys62",204,6,0
"sys6","sys66",2,6,6
"sys6","sys68",10,6,0
"sys6","sys69",204,204,13
"sys6","sys70",17,1,1
"sys6","sys71",10,6,0
"sys6","sys72",104,104,6
"sys6","sys73",19,1,1
"sys6","sys74",104,104,4
"sys6","sys76",9,4,4
"sys6","sys77",104,6,6
"sys6","sys78",104,6,6
"sys6","sys79",10,6,6
"sys6","sys80",10,6,6
"sys6","sys81",10,6,6
"sys6","sys82",104,104,4
"sys6","sys85",10,4,4
"sys6","sys87",2,2,2
"sys6","sys88",9,4,4
"sys7","sys8",214,1,0
"sys7","sys9",2,4,4
"sys7","sys10",204,6,6
"sys7","sys11",10,6,6
"sys7","sys12",204,6,6
"sys7","sys13",104,104,4
"sys7","sys14",10,6,6
"sys7","sys15",10,6,6
"sys7","sys16",104,6,6
"sys7","sys17",10,6,6
"sys7","sys18",9,6,6
"sys7","sys19",8,6,6
"sys7","sys20",9,4,4
"sys7","sys21",2,4,4
"sys7","sys22",104,4,4
"sys7","sys23",2,4,4
"sys7","sys24",10,6,6
"sys7","sys25",10,6,6
"sys7","sys26",10,6,6
"sys7","sys27",9,4,4
"sys7","sys28",134,0,0
"sys7","sys29",8,6,6
"sys7","sys30",8,6,6
"sys7","sys31",8,6,6
"sys7","sys32",10,6,6
"sys7","sys33",104,6,6
"sys7","sys34",9,4,4
"sys7","sys35",9,4,4
"sys7","sys36",204,4,4
"sys7","sys37",204,1,1
"sys7","sys38",9,6,6
"sys7","sys39",9,9,4
"sys7","sys40",204,6,6
"sys7","sys41",10,6,6
"sys7","sys42",20,16,16
"sys7","sys43",204,6,6
"sys7","sys44",9,4,4
"sys7","sys45",10,6,6
"sys7","sys46",10,6,6
"sys7","sys47",10,6,6
"sys7","sys48",204,204,0
"sys7","sys49",204,6,6
"sys7","sys50",9,9,1
"sys7","sys51",2,2,2
"sys7","sys52",10,6,6
"sys7","sys53",10,6,6
"sys7","sys54",9,4,4
"sys7","sys55",2,2,2
"sys7","sys56",7,4,4
"sys7","sys57",204,4,4
"sys7","sys60",104,104,13
"sys7","sys61",104,13,13
"sys7","sys62",19,4,4
"sys7","sys66",204,4,4
"sys7","sys68",9,6,6
"sys7","sys69",104,6,6
"sys7","sys70",204,6,6
"sys7","sys71",10,6,6
"sys7","sys72",10,6,6
"sys7","sys73",7,4,4
"sys7","sys74",104,6,6
"sys7","sys76",104,13,13
"sys7","sys77",9,4,4
"sys7","sys78",9,4,4
"sys7","sys79",9,6,6
"sys7","sys80",2,6,6
"sys7","sys81",2,4,4
"sys7","sys82",104,104,104
"sys7","sys85",10,6,6
"sys7","sys87",204,4,4
"sys7","sys88",9,6,6
"sys8","sys9",2,2,0
"sys8","sys10",114,14,0
"sys8","sys11",204,13,13
"sys8","sys12",214,5,5
"sys8","sys13",204,0,0
"sys8","sys14",114,0,0
"sys8","sys15",214,0,0
"sys8","sys16",10,0,0
"sys8","sys17",204,0,0
"sys8","sys18",114,0,0
"sys8","sys19",104,104,0
"sys8","sys20",9,1,0
"sys8","sys21",114,114,0
"sys8","sys22",19,0,0
"sys8","sys23",114,114,114
"sys8","sys24",9,1,1
"sys8","sys25",8,6,6
"sys8","sys26",10,6,6
"sys8","sys27",10,6,6
"sys8","sys28",214,0,0
"sys8","sys29",9,5,5
"sys8","sys30",10,5,5
"sys8","sys31",10,6,6
"sys8","sys32",10,6,6
"sys8","sys33",10,6,6
"sys8","sys34",124,0,0
"sys8","sys35",214,214,214
"sys8","sys36",104,0,0
"sys8","sys37",214,214,214
"sys8","sys38",104,6,6
"sys8","sys39",10,6,6
"sys8","sys40",8,4,4
"sys8","sys41",19,13,13
"sys8","sys42",214,214,16
"sys8","sys43",9,6,6
"sys8","sys44",114,0,0
"sys8","sys45",204,0,0
"sys8","sys46",214,1,1
"sys8","sys47",104,104,104
"sys8","sys48",214,214,214
"sys8","sys49",10,13,13
"sys8","sys50",10,6,6
"sys8","sys51",9,1,1
"sys8","sys52",10,1,0
"sys8","sys53",204,6,0
"sys8","sys54",10,6,0
"sys8","sys55",114,0,0
"sys8","sys56",9,4,4
"sys8","sys57",10,6,0
"sys8","sys60",204,204,204
"sys8","sys61",10,13,13
"sys8","sys62",8,6,6
"sys8","sys66",114,114,114
"sys8","sys68",104,6,0
"sys8","sys69",13,13,0
"sys8","sys70",17,1,1
"sys8","sys71",2,2,0
"sys8","sys72",10,6,6
"sys8","sys73",5,5,0
"sys8","sys74",10,6,6
"sys8","sys76",104,104,0
"sys8","sys77",104,6,0
"sys8","sys78",2,6,6
"sys8","sys79",114,114,114
"sys8","sys80",104,104,0
"sys8","sys81",214,214,0
"sys8","sys82",104,4,4
"sys8","sys85",104,4,0
"sys8","sys87",9,1,1
"sys8","sys88",10,6,0
"sys9","sys10",214,14,14
"sys9","sys11",19,14,14
"sys9","sys12",104,104,1
"sys9","sys13",104,104,104
"sys9","sys14",214,214,214
"sys9","sys15",214,214,0
"sys9","sys16",9,4,4
"sys9","sys17",104,6,6
"sys9","sys18",2,2,14
"sys9","sys19",104,104,104
"sys9","sys20",104,6,6
"sys9","sys21",104,104,5
"sys9","sys22",104,104,104
"sys9","sys23",104,104,5
"sys9","sys24",104,104,0
"sys9","sys25",104,104,104
"sys9","sys26",104,104,0
"sys9","sys27",2,2,2
"sys9","sys28",224,224,224
"sys9","sys29",9,4,4
"sys9","sys30",9,1,1
"sys9","sys31",104,6,6
"sys9","sys32",104,104,104
"sys9","sys33",104,104,104
"sys9","sys34",2,0,0
"sys9","sys35",104,104,0
"sys9","sys36",104,104,0
"sys9","sys37",104,104,4
"sys9","sys38",2,6,6
"sys9","sys39",104,104,6
"sys9","sys40",2,2,0
"sys9","sys41",104,104,4
"sys9","sys42",2,0,0
"sys9","sys43",104,104,104
"sys9","sys44",214,214,214
"sys9","sys45",2,2,0
"sys9","sys46",40,36,0
"sys9","sys47",10,0,0
"sys9","sys48",104,0,0
"sys9","sys49",214,214,214
"sys9","sys50",104,104,104
"sys9","sys51",104,104,104
"sys9","sys52",104,104,104
"sys9","sys53",104,104,104
"sys9","sys54",104,104,4
"sys9","sys55",214,214,214
"sys9","sys56",104,104,104
"sys9","sys57",104,104,6
"sys9","sys60",10,6,6
"sys9","sys61",10,6,6
"sys9","sys62",10,6,6
"sys9","sys66",104,104,13
"sys9","sys68",104,104,104
"sys9","sys69",104,14,14
"sys9","sys70",9,1,1
"sys9","sys71",2,4,0
"sys9","sys72",104,104,104
"sys9","sys73",104,104,0
"sys9","sys74",104,104,6
"sys9","sys76",2,2,0
"sys9","sys77",2,2,4
"sys9","sys78",104,104,6
"sys9","sys79",104,104,4
"sys9","sys80",104,104,104
"sys9","sys81",214,214,14
"sys9","sys82",104,104,0
"sys9","sys85",214,0,0
"sys9","sys87",104,104,13
"sys9","sys88",2,6,0
"sys10","sys11",104,104,104
"sys10","sys12",1,1,1
"sys10","sys13",2,4,4
"sys10","sys14",19,19,4
"sys10","sys15",9,9,1
"sys10","sys16",9,9,1
"sys10","sys17",104,104,4
"sys10","sys18",104,104,4
"sys10","sys19",9,4,4
"sys10","sys20",9,9,4
"sys10","sys21",104,6,6
"sys10","sys22",9,6,6
"sys10","sys23",9,6,6
"sys10","sys24",9,6,6
"sys10","sys25",9,6,6
"sys10","sys26",9,6,6
"sys10","sys27",9,9,4
"sys10","sys28",204,0,0
"sys10","sys29",10,6,6
"sys10","sys30",10,6,6
"sys10","sys31",9,6,6
"sys10","sys32",10,6,6
"sys10","sys33",13,13,13
"sys10","sys34",204,204,0
"sys10","sys35",10,6,6
"sys10","sys36",104,104,13
"sys10","sys37",9,4,4
"sys10","sys38",104,104,104
"sys10","sys39",104,13,13
"sys10","sys40",17,13,13
"sys10","sys41",204,13,13
"sys10","sys42",7,3,3
"sys10","sys43",204,204,204
"sys10","sys44",10,6,6
"sys10","sys45",204,204,204
"sys10","sys46",204,204,204
"sys10","sys47",10,6,6
"sys10","sys48",204,5,5
"sys10","sys49",17,4,4
"sys10","sys50",214,214,214
"sys10","sys51",9,6,6
"sys10","sys52",9,6,6
"sys10","sys53",9,6,6
"sys10","sys54",19,19,14
"sys10","sys55",104,104,104
"sys10","sys56",104,4,4
"sys10","sys57",10,6,6
"sys10","sys60",9,4,4
"sys10","sys61",9,4,4
"sys10","sys62",9,4,4
"sys10","sys66",104,6,6
"sys10","sys68",19,19,4
"sys10","sys69",204,4,4
"sys10","sys70",10,6,6
"sys10","sys71",114,114,114
"sys10","sys72",10,6,6
"sys10","sys73",9,6,6
"sys10","sys74",13,13,13
"sys10","sys76",104,6,6
"sys10","sys77",19,19,19
"sys10","sys78",9,1,1
"sys10","sys79",9,9,4
"sys10","sys80",9,4,4
"sys10","sys81",9,9,4
"sys10","sys82",9,4,4
"sys10","sys85",17,4,4
"sys10","sys87",104,104,104
"sys10","sys88",13,13,13
"sys11","sys12",204,204,204
"sys11","sys13",13,13,13
"sys11","sys14",204,13,13
"sys11","sys15",19,4,4
"sys11","sys16",9,4,4
"sys11","sys17",8,6,6
"sys11","sys18",8,13,13
"sys11","sys19",9,4,4
"sys11","sys20",9,6,6
"sys11","sys21",10,6,6
"sys11","sys22",10,6,6
"sys11","sys23",19,13,13
"sys11","sys24",17,4,4
"sys11","sys25",9,4,4
"sys11","sys26",9,4,4
"sys11","sys27",8,13,13
"sys11","sys28",124,1,0
"sys11","sys29",19,13,13
"sys11","sys30",19,6,6
"sys11","sys31",9,6,6
"sys11","sys32",10,6,6
"sys11","sys33",104,6,6
"sys11","sys34",2,2,0
"sys11","sys35",9,6,6
"sys11","sys36",17,13,13
"sys11","sys37",10,6,6
"sys11","sys38",13,13,13
"sys11","sys39",13,13,13
"sys11","sys40",10,6,6
"sys11","sys41",10,6,6
"sys11","sys42",20,14,14
"sys11","sys43",10,6,6
"sys11","sys44",10,6,6
"sys11","sys45",204,204,204
"sys11","sys46",204,6,6
"sys11","sys47",104,104,13
"sys11","sys48",204,13,13
"sys11","sys49",204,204,13
"sys11","sys50",204,204,204
"sys11","sys51",104,13,13
"sys11","sys52",19,4,4
"sys11","sys53",9,4,4
"sys11","sys54",8,4,4
"sys11","sys55",10,10,4
"sys11","sys56",8,13,13
"sys11","sys57",10,6,6
"sys11","sys60",10,6,6
"sys11","sys61",10,6,6
"sys11","sys62",10,6,6
"sys11","sys66",10,13,13
"sys11","sys68",204,6,6
"sys11","sys69",204,204,4
"sys11","sys70",10,6,6
"sys11","sys71",204,204,204
"sys11","sys72",104,6,6
"sys11","sys73",1,1,1
"sys11","sys74",10,6,6
"sys11","sys76",10,6,6
"sys11","sys77",10,6,6
"sys11","sys78",8,4,4
"sys11","sys79",19,4,4
"sys11","sys80",9,6,6
"sys11","sys81",10,6,6
"sys11","sys82",9,4,4
"sys11","sys85",17,4,4
"sys11","sys87",19,13,13
"sys11","sys88",10,6,6
"sys12","sys13",2,4,4
"sys12","sys14",2,2,4
"sys12","sys15",2,2,4
"sys12","sys16",19,4,4
"sys12","sys17",104,104,4
"sys12","sys18",104,104,104
"sys12","sys19",104,104,104
"sys12","sys20",104,104,6
"sys12","sys21",104,104,6
"sys12","sys22",104,13,13
"sys12","sys23",9,6,6
"sys12","sys24",9,1,1
"sys12","sys25",9,1,1
"sys12","sys26",9,4,4
"sys12","sys27",104,104,104
"sys12","sys28",114,114,0
"sys12","sys29",2,6,6
"sys12","sys30",2,6,6
"sys12","sys31",2,6,6
"sys12","sys32",10,6,6
"sys12","sys33",10,6,6
"sys12","sys34",10,6,0
"sys12","sys35",9,6,6
"sys12","sys36",2,2,4
"sys12","sys37",9,4,4
"sys12","sys38",104,104,104
"sys12","sys39",19,6,6
"sys12","sys40",19,13,13
"sys12","sys41",19,19,1
"sys12","sys42",20,5,5
"sys12","sys43",9,1,1
"sys12","sys44",104,6,6
"sys12","sys45",204,204,5
"sys12","sys46",17,4,4
"sys12","sys47",104,104,13
"sys12","sys48",5,5,5
"sys12","sys49",8,4,4
"sys12","sys50",8,4,4
"sys12","sys51",104,104,0
"sys12","sys52",104,4,0
"sys12","sys53",9,4,4
"sys12","sys54",104,104,104
"sys12","sys55",104,104,104
"sys12","sys56",104,104,104
"sys12","sys57",2,6,6
"sys12","sys60",9,1,1
"sys12","sys61",9,4,4
"sys12","sys62",114,1,1
"sys12","sys66",104,104,104
"sys12","sys68",9,6,6
"sys12","sys69",2,2,2
"sys12","sys70",9,6,6
"sys12","sys71",114,114,0
"sys12","sys72",10,6,6
"sys12","sys73",114,0,0
"sys12","sys74",10,6,6
"sys12","sys76",104,104,104
"sys12","sys77",104,104,6
"sys12","sys78",104,104,4
"sys12","sys79",104,104,4
"sys12","sys80",104,104,104
"sys12","sys81",104,104,104
"sys12","sys82",9,4,4
"sys12","sys85",9,4,4
"sys12","sys87",104,104,104
"sys12","sys88",9,6,6
"sys13","sys14",204,6,6
"sys13","sys15",204,6,6
"sys13","sys16",204,204,204
"sys13","sys17",8,4,4
"sys13","sys18",204,6,6
"sys13","sys19",8,4,4
"sys13","sys20",2,4,4
"sys13","sys21",8,4,4
"sys13","sys22",13,13,13
"sys13","sys23",8,4,4
"sys13","sys24",13,13,13
"sys13","sys25",13,13,13
"sys13","sys26",13,13,13
"sys13","sys27",17,13,13
"sys13","sys28",23,0,0
"sys13","sys29",13,13,13
"sys13","sys30",13,13,13
"sys13","sys31",13,13,13
"sys13","sys32",104,6,6
"sys13","sys33",10,6,6
"sys13","sys34",204,204,6
"sys13","sys35",17,4,4
"sys13","sys36",2,6,6
"sys13","sys37",5,5,5
"sys13","sys38",17,4,4
"sys13","sys39",114,114,114
"sys13","sys40",2,2,6
"sys13","sys41",104,6,6
"sys13","sys42",2,5,0
"sys13","sys43",10,6,6
"sys13","sys44",13,13,13
"sys13","sys45",204,204,6
"sys13","sys46",10,6,6
"sys13","sys47",104,6,6
"sys13","sys48",204,6,6
"sys13","sys49",2,2,6
"sys13","sys50",9,6,6
"sys13","sys51",8,4,4
"sys13","sys52",8,4,4
"sys13","sys53",13,13,13
"sys13","sys54",10,5,5
"sys13","sys55",2,4,4
"sys13","sys56",10,5,5
"sys13","sys57",204,204,204
"sys13","sys60",104,4,0
"sys13","sys61",104,6,6
"sys13","sys62",114,1,1
"sys13","sys66",13,13,13
"sys13","sys68",204,204,204
"sys13","sys69",8,6,6
"sys13","sys70",13,13,13
"sys13","sys71",9,1,1
"sys13","sys72",104,6,6
"sys13","sys73",13,13,13
"sys13","sys74",10,6,6
"sys13","sys76",2,4,4
"sys13","sys77",2,2,4
"sys13","sys78",114,114,114
"sys13","sys79",8,4,4
"sys13","sys80",4,4,4
"sys13","sys81",17,13,13
"sys13","sys82",104,6,6
"sys13","sys85",9,6,6
"sys13","sys87",19,4,4
"sys13","sys88",2,13,13
"sys14","sys15",19,4,4
"sys14","sys16",104,104,13
"sys14","sys17",104,104,4
"sys14","sys18",7,4,4
"sys14","sys19",104,4,4
"sys14","sys20",104,104,104
"sys14","sys21",2,6,6
