"si","sj","logLik","AIC","BIC"
"sys3","sys24",20,20,20
"sys3","sys25",1,1,1
"sys3","sys26",10,5,5
"sys3","sys27",10,5,5
"sys3","sys28",5,5,5
"sys3","sys29",5,5,5
"sys3","sys30",10,5,5
"sys3","sys31",10,10,10
"sys3","sys32",17,4,4
"sys3","sys33",104,104,104
"sys3","sys34",19,1,1
"sys4","sys5",5,5,5
"sys4","sys6",234,0,0
"sys4","sys7",19,14,14
"sys4","sys8",20,14,14
"sys4","sys9",104,104,13
"sys4","sys10",19,13,13
"sys4","sys11",5,5,5
"sys4","sys12",10,4,4
"sys4","sys13",10,13,13
"sys4","sys14",204,204,4
"sys4","sys15",204,4,4
"sys4","sys16",214,214,214
"sys4","sys17",20,20,20
"sys4","sys18",19,19,14
"sys4","sys19",2,5,5
"sys4","sys20",2,4,4
"sys4","sys21",9,4,4
"sys4","sys22",10,6,6
"sys4","sys23",5,5,5
"sys4","sys24",5,5,5
"sys4","sys25",10,5,5
"sys4","sys26",10,4,4
"sys4","sys27",2,14,14
"sys4","sys28",1,1,1
"sys4","sys29",5,5,5
"sys4","sys30",10,10,4
"sys4","sys31",5,5,5
"sys4","sys32",19,19,14
"sys4","sys33",19,4,4
"sys4","sys34",1,1,1
"sys5","sys6",214,0,0
"sys5","sys7",1,1,1
"sys5","sys8",1,1,1
"sys5","sys9",13,13,13
"sys5","sys10",1,1,1
"sys5","sys11",204,5,5
"sys5","sys12",10,10,13
"sys5","sys13",204,204,204
"sys5","sys14",204,204,204
"sys5","sys15",204,204,4
"sys5","sys16",10,5,5
"sys5","sys17",10,10,10
"sys5","sys18",1,1,1
"sys5","sys19",20,1,1
"sys5","sys20",9,1,1
"sys5","sys21",204,4,4
"sys5","sys22",10,13,13
"sys5","sys23",10,5,5
"sys5","sys24",10,5,5
"sys5","sys25",10,1,1
"sys5","sys26",104,13,13
"sys5","sys27",10,1,1
"sys5","sys28",104,1,1
"sys5","sys29",10,5,5
"sys5","sys30",20,5,5
"sys5","sys31",1,1,1
"sys5","sys32",17,13,13
"sys5","sys33",19,4,4
"sys5","sys34",10,13,0
"sys6","sys7",204,204,0
"sys6","sys8",214,0,0
"sys6","sys9",234,0,0
"sys6","sys10",224,0,0
"sys6","sys11",114,114,0
"sys6","sys12",114,114,0
"sys6","sys13",204,0,0
"sys6","sys14",204,204,0
"sys6","sys15",214,214,0
"sys6","sys16",204,204,0
"sys6","sys17",204,204,0
"sys6","sys18",124,124,124
"sys6","sys19",114,0,0
"sys6","sys20",10,0,0
"sys6","sys21",10,6,0
"sys6","sys22",9,6,0
"sys6","sys23",214,0,0
"sys6","sys24",224,0,0
"sys6","sys25",224,0,0
"sys6","sys26",214,0,0
"sys6","sys27",104,104,0
"sys6","sys28",214,0,0
"sys6","sys29",104,104,0
"sys6","sys30",204,204,0
"sys6","sys31",204,204,0
"sys6","sys32",204,204,204
"sys6","sys33",204,0,0
"sys6","sys34",234,234,0
"sys7","sys8",5,5,5
"sys7","sys9",104,104,104
"sys7","sys10",10,13,13
"sys7","sys11",10,4,4
"sys7","sys12",2,4,4
"sys7","sys13",10,13,13
"sys7","sys14",10,5,5
"sys7","sys15",5,5,5
"sys7","sys16",9,4,4
"sys7","sys17",10,6,6
"sys7","sys18",2,2,4
"sys7","sys19",5,5,5
"sys7","sys20",10,5,5
"sys7","sys21",10,1,1
"sys7","sys22",10,13,13
"sys7","sys23",2,2,4
"sys7","sys24",2,5,5
"sys7","sys25",204,204,6
"sys7","sys26",19,1,1
"sys7","sys27",2,5,5
"sys7","sys28",17,14,14
"sys7","sys29",5,5,5
"sys7","sys30",7,14,14
"sys7","sys31",17,13,13
"sys7","sys32",10,4,4
"sys7","sys33",10,4,4
"sys7","sys34",10,4,4
"sys8","sys9",10,5,5
"sys8","sys10",5,5,5
"sys8","sys11",20,5,5
"sys8","sys12",20,5,5
"sys8","sys13",10,10,10
"sys8","sys14",5,5,5
"sys8","sys15",20,5,5
"sys8","sys16",10,4,4
"sys8","sys17",19,13,13
"sys8","sys18",214,214,14
"sys8","sys19",5,5,5
"sys8","sys20",20,5,5
"sys8","sys21",5,5,5
"sys8","sys22",5,5,5
"sys8","sys23",19,14,14
"sys8","sys24",20,5,5
"sys8","sys25",204,4,4
"sys8","sys26",7,4,4
"sys8","sys27",9,14,14
"sys8","sys28",20,14,14
"sys8","sys29",5,5,5
"sys8","sys30",5,5,5
"sys8","sys31",2,4,4
"sys8","sys32",2,1,1
"sys8","sys33",10,5,5
"sys8","sys34",7,4,4
"sys9","sys10",114,1,1
"sys9","sys11",10,13,13
"sys9","sys12",10,13,13
"sys9","sys13",19,4,4
"sys9","sys14",19,13,13
"sys9","sys15",9,4,4
"sys9","sys16",204,204,4
"sys9","sys17",8,4,4
"sys9","sys18",19,1,1
"sys9","sys19",20,5,5
"sys9","sys20",10,4,4
"sys9","sys21",13,13,13
"sys9","sys22",13,13,13
"sys9","sys23",8,4,4
"sys9","sys24",17,4,4
"sys9","sys25",19,4,4
"sys9","sys26",19,6,6
"sys9","sys27",104,104,104
"sys9","sys28",8,6,6
"sys9","sys29",10,10,13
"sys9","sys30",10,10,10
"sys9","sys31",13,13,13
"sys9","sys32",10,4,4
"sys9","sys33",17,4,4
"sys9","sys34",1,1,1
"sys10","sys11",7,4,4
"sys10","sys12",19,19,4
"sys10","sys13",2,1,1
"sys10","sys14",1,1,1
"sys10","sys15",5,5,5
"sys10","sys16",9,4,4
"sys10","sys17",104,6,6
"sys10","sys18",10,6,6
"sys10","sys19",10,10,10
"sys10","sys20",10,5,5
"sys10","sys21",5,5,5
"sys10","sys22",10,4,4
"sys10","sys23",214,14,14
"sys10","sys24",19,14,14
"sys10","sys25",5,5,5
"sys10","sys26",5,5,5
"sys10","sys27",10,5,5
"sys10","sys28",1,1,1
"sys10","sys29",10,1,1
"sys10","sys30",204,204,4
"sys10","sys31",19,4,4
"sys10","sys32",2,2,2
"sys10","sys33",9,4,4
"sys10","sys34",10,10,13
"sys11","sys12",204,204,204
"sys11","sys13",5,5,5
"sys11","sys14",1,1,1
"sys11","sys15",20,5,5
"sys11","sys16",2,5,5
"sys11","sys17",10,10,4
"sys11","sys18",20,14,14
"sys11","sys19",204,5,5
"sys11","sys20",14,14,14
"sys11","sys21",2,14,14
"sys11","sys22",2,14,14
"sys11","sys23",1,1,1
"sys11","sys24",9,1,1
"sys11","sys25",10,5,5
"sys11","sys26",214,214,5
"sys11","sys27",10,5,5
"sys11","sys28",214,214,14
"sys11","sys29",214,214,214
"sys11","sys30",2,5,5
"sys11","sys31",2,1,1
"sys11","sys32",10,4,4
"sys11","sys33",1,1,1
"sys11","sys34",10,10,10
"sys12","sys13",10,10,4
"sys12","sys14",1,1,1
"sys12","sys15",5,5,5
"sys12","sys16",10,5,5
"sys12","sys17",10,10,10
"sys12","sys18",10,10,4
"sys12","sys19",204,5,5
"sys12","sys20",5,5,5
"sys12","sys21",10,4,4
"sys12","sys22",2,4,4
"sys12","sys23",5,5,5
"sys12","sys24",204,4,4
"sys12","sys25",17,5,5
"sys12","sys26",10,5,5
"sys12","sys27",10,10,13
"sys12","sys28",5,5,5
"sys12","sys29",10,5,5
"sys12","sys30",10,10,10
"sys12","sys31",10,10,10
"sys12","sys32",17,4,4
"sys12","sys33",10,4,4
"sys12","sys34",5,5,5
"sys13","sys14",5,5,5
"sys13","sys15",114,114,114
"sys13","sys16",10,5,5
"sys13","sys17",10,13,13
"sys13","sys18",17,1,1
"sys13","sys19",2,2,4
"sys13","sys20",2,2,4
"sys13","sys21",9,9,4
"sys13","sys22",2,1,1
"sys13","sys23",17,14,14
"sys13","sys24",1,1,1
"sys13","sys25",104,104,104
"sys13","sys26",9,4,4
"sys13","sys27",2,2,4
"sys13","sys28",9,1,1
"sys13","sys29",104,104,104
"sys13","sys30",10,5,5
"sys13","sys31",10,5,5
"sys13","sys32",2,4,4
"sys13","sys33",9,4,4
"sys13","sys34",104,4,4
"sys14","sys15",10,4,4
"sys14","sys16",104,104,104
"sys14","sys17",104,104,104
"sys14","sys18",17,1,1
"sys14","sys19",10,4,4
"sys14","sys20",2,5,5
"sys14","sys21",19,1,1
"sys14","sys22",1,1,1
"sys14","sys23",20,5,5
"sys14","sys24",3,3,3
"sys14","sys25",20,20,14
"sys14","sys26",214,214,14
"sys14","sys27",20,14,14
"sys14","sys28",9,3,3
"sys14","sys29",104,13,13
"sys14","sys30",104,104,104
"sys14","sys31",214,214,214
"sys14","sys32",17,4,4
"sys14","sys33",104,104,4
"sys14","sys34",1,1,1
"sys15","sys16",17,1,1
"sys15","sys17",10,13,13
"sys15","sys18",104,104,4
"sys15","sys19",10,10,10
"sys15","sys20",2,2,2
"sys15","sys21",7,4,4
"sys15","sys22",2,4,4
"sys15","sys23",20,1,1
"sys15","sys24",20,5,5
"sys15","sys25",20,5,5
"sys15","sys26",104,104,4
"sys15","sys27",7,14,14
"sys15","sys28",20,3,3
"sys15","sys29",2,5,5
"sys15","sys30",5,5,5
"sys15","sys31",2,2,2
"sys15","sys32",7,1,1
"sys15","sys33",1,1,1
"sys15","sys34",1,1,1
"sys16","sys17",104,5,5
"sys16","sys18",2,2,4
"sys16","sys19",2,2,2
"sys16","sys20",204,4,4
"sys16","sys21",10,10,13
"sys16","sys22",10,5,5
"sys16","sys23",10,5,5
"sys16","sys24",5,5,5
"sys16","sys25",10,6,6
"sys16","sys26",10,13,13
"sys16","sys27",104,104,13
"sys16","sys28",10,5,5
"sys16","sys29",10,10,10
"sys16","sys30",7,4,4
"sys16","sys31",10,10,10
"sys16","sys32",10,10,4
"sys16","sys33",10,10,5
"sys16","sys34",10,5,5
"sys17","sys18",204,5,5
"sys17","sys19",5,5,5
"sys17","sys20",10,4,4
"sys17","sys21",19,4,4
"sys17","sys22",204,4,4
"sys17","sys23",204,204,4
"sys17","sys24",204,5,5
"sys17","sys25",10,6,6
"sys17","sys26",10,13,13
"sys17","sys27",10,13,13
"sys17","sys28",10,4,4
"sys17","sys29",10,10,10
"sys17","sys30",10,10,10
"sys17","sys31",10,13,13
"sys17","sys32",10,13,13
"sys17","sys33",10,10,13
"sys17","sys34",19,1,1
"sys18","sys19",10,4,4
"sys18","sys20",10,4,4
"sys18","sys21",2,2,4
"sys18","sys22",10,6,6
"sys18","sys23",114,114,14
"sys18","sys24",1,1,1
"sys18","sys25",10,4,4
"sys18","sys26",10,4,4
"sys18","sys27",5,5,5
"sys18","sys28",20,5,5
"sys18","sys29",19,4,4
"sys18","sys30",9,4,4
"sys18","sys31",204,204,204
"sys18","sys32",2,2,4
"sys18","sys33",10,10,4
"sys18","sys34",2,4,4
"sys19","sys20",104,104,104
"sys19","sys21",10,5,5
"sys19","sys22",1,1,1
"sys19","sys23",20,5,5
"sys19","sys24",114,114,14
"sys19","sys25",5,5,5
"sys19","sys26",4,4,4
"sys19","sys27",5,5,5
"sys19","sys28",1,1,1
"sys19","sys29",20,20,14
"sys19","sys30",10,5,5
"sys19","sys31",2,5,5
"sys19","sys32",104,4,4
"sys19","sys33",2,2,4
"sys19","sys34",5,5,5
"sys20","sys21",8,4,4
"sys20","sys22",10,5,5
"sys20","sys23",20,3,3
"sys20","sys24",114,114,3
"sys20","sys25",20,5,5
"sys20","sys26",7,4,4
"sys20","sys27",2,5,5
"sys20","sys28",19,14,14
"sys20","sys29",10,5,5
"sys20","sys30",10,5,5
"sys20","sys31",10,4,4
"sys20","sys32",2,2,4
"sys20","sys33",7,4,4
"sys20","sys34",2,5,5
"sys21","sys22",5,5,5
"sys21","sys23",20,14,14
"sys21","sys24",20,5,5
"sys21","sys25",20,14,14
"sys21","sys26",7,4,4
"sys21","sys27",10,4,4
"sys21","sys28",1,1,1
"sys21","sys29",10,1,1
"sys21","sys30",10,5,5
"sys21","sys31",214,214,5
"sys21","sys32",2,2,2
"sys21","sys33",2,2,4
"sys21","sys34",10,13,13
"sys22","sys23",10,5,5
"sys22","sys24",1,1,1
"sys22","sys25",5,5,5
"sys22","sys26",5,5,5
"sys22","sys27",10,5,5
"sys22","sys28",114,114,14
"sys22","sys29",10,5,5
"sys22","sys30",10,5,5
"sys22","sys31",114,1,1
"sys22","sys32",10,5,5
"sys22","sys33",8,4,4
"sys22","sys34",10,5,5
"sys23","sys24",7,4,4
"sys23","sys25",19,4,4
"sys23","sys26",10,5,5
"sys23","sys27",10,10,10
"sys23","sys28",5,5,5
"sys23","sys29",1,1,1
"sys23","sys30",214,214,14
"sys23","sys31",7,14,14
"sys23","sys32",2,5,5
"sys23","sys33",214,14,14
"sys23","sys34",1,1,1
"sys24","sys25",2,2,14
"sys24","sys26",20,5,5
"sys24","sys27",5,5,5
"sys24","sys28",20,5,5
"sys24","sys29",5,5,5
"sys24","sys30",5,5,5
"sys24","sys31",20,5,5
"sys24","sys32",17,17,14
"sys24","sys33",214,214,214
"sys24","sys34",14,14,14
"sys25","sys26",2,1,1
"sys25","sys27",2,2,2
"sys25","sys28",9,9,14
"sys25","sys29",19,6,6
"sys25","sys30",10,5,5
"sys25","sys31",204,6,6
"sys25","sys32",2,2,5
"sys25","sys33",10,10,5
"sys25","sys34",17,13,13
"sys26","sys27",104,104,4
"sys26","sys28",204,204,204
"sys26","sys29",2,1,1
"sys26","sys30",10,5,5
"sys26","sys31",10,5,5
"sys26","sys32",17,13,13
"sys26","sys33",10,6,6
"sys26","sys34",19,6,6
"sys27","sys28",204,204,204
"sys27","sys29",204,13,13
"sys27","sys30",10,10,5
"sys27","sys31",114,5,5
"sys27","sys32",19,4,4
"sys27","sys33",10,13,13
"sys27","sys34",19,4,4
"sys28","sys29",204,204,4
"sys28","sys30",20,14,14
"sys28","sys31",114,114,14
"sys28","sys32",214,214,5
"sys28","sys33",19,4,4
"sys28","sys34",9,4,4
"sys29","sys30",10,10,10
"sys29","sys31",104,104,104
"sys29","sys32",10,10,10
"sys29","sys33",10,10,5
"sys29","sys34",10,6,6
"sys30","sys31",10,10,10
"sys30","sys32",10,10,10
"sys30","sys33",10,10,10
"sys30","sys34",10,10,4
"sys31","sys32",10,10,13
"sys31","sys33",10,10,5
"sys31","sys34",10,13,13
"sys32","sys33",1,1,1
"sys32","sys34",5,5,5
"sys33","sys34",10,10,10
