"si","sj","logLik","AIC","BIC"
"sys3","sys13",20,5,5
"sys3","sys14",204,204,5
"sys3","sys15",204,5,5
"sys3","sys16",13,13,13
"sys3","sys17",5,5,5
"sys3","sys18",204,204,204
"sys3","sys19",20,20,14
"sys3","sys20",20,14,14
"sys3","sys21",1,1,1
"sys3","sys22",5,5,5
"sys3","sys23",8,4,4
"sys3","sys24",4,4,4
"sys3","sys25",214,214,14
"sys3","sys26",20,5,5
"sys3","sys27",20,1,1
"sys3","sys28",10,5,5
"sys3","sys29",204,204,5
"sys3","sys30",204,5,5
"sys3","sys31",2,5,5
"sys3","sys32",10,10,4
"sys3","sys33",20,1,1
"sys3","sys34",20,1,1
"sys3","sys35",5,5,5
"sys3","sys36",7,14,14
"sys3","sys37",214,14,14
"sys3","sys38",5,5,5
"sys3","sys39",5,5,5
"sys3","sys40",20,5,5
"sys3","sys41",204,204,5
"sys3","sys42",114,114,5
"sys3","sys43",114,114,114
"sys3","sys44",204,204,204
"sys3","sys46",114,5,5
"sys3","sys48",8,4,4
"sys3","sys49",8,4,4
"sys3","sys50",2,5,5
"sys3","sys51",5,5,5
"sys3","sys52",7,1,1
"sys3","sys53",10,10,4
"sys3","sys54",204,204,204
"sys3","sys55",204,204,204
"sys3","sys56",204,4,4
"sys3","sys57",10,4,4
"sys3","sys58",9,1,1
"sys3","sys59",2,2,4
"sys3","sys62",10,4,4
"sys4","sys5",6,6,6
"sys4","sys6",204,6,6
"sys4","sys7",10,10,4
"sys4","sys8",13,13,13
"sys4","sys9",9,1,1
"sys4","sys10",104,104,4
"sys4","sys11",10,6,6
"sys4","sys12",13,13,13
"sys4","sys13",2,4,4
"sys4","sys14",1,1,1
"sys4","sys15",2,4,4
"sys4","sys16",9,1,1
"sys4","sys17",104,104,104
"sys4","sys18",104,104,104
"sys4","sys19",104,104,104
"sys4","sys20",104,104,104
"sys4","sys21",2,5,5
"sys4","sys22",104,104,104
"sys4","sys23",8,4,4
"sys4","sys24",10,4,4
"sys4","sys25",104,104,104
"sys4","sys26",2,2,6
"sys4","sys27",10,6,6
"sys4","sys28",204,6,6
"sys4","sys29",204,204,4
"sys4","sys30",204,204,204
"sys4","sys31",2,2,2
"sys4","sys32",9,4,4
"sys4","sys33",104,104,4
"sys4","sys34",9,4,4
"sys4","sys35",2,5,5
"sys4","sys36",2,2,4
"sys4","sys37",214,214,214
"sys4","sys38",104,104,104
"sys4","sys39",214,5,0
"sys4","sys40",214,5,0
"sys4","sys41",13,13,13
"sys4","sys42",13,13,13
"sys4","sys43",17,13,13
"sys4","sys44",204,6,6
"sys4","sys46",20,5,5
"sys4","sys48",2,2,5
"sys4","sys49",2,6,6
"sys4","sys50",10,4,4
"sys4","sys51",18,14,14
"sys4","sys52",104,13,13
"sys4","sys53",1,1,1
"sys4","sys54",2,4,4
"sys4","sys55",204,204,4
"sys4","sys56",2,2,4
"sys4","sys57",104,104,4
"sys4","sys58",104,104,4
"sys4","sys59",9,4,4
"sys4","sys62",104,104,104
"sys5","sys6",204,6,6
"sys5","sys7",2,5,5
"sys5","sys8",13,13,13
"sys5","sys9",7,4,4
"sys5","sys10",104,104,1
"sys5","sys11",19,4,4
"sys5","sys12",13,13,13
"sys5","sys13",7,4,4
"sys5","sys14",5,5,5
"sys5","sys15",10,4,4
"sys5","sys16",20,1,1
"sys5","sys17",104,104,104
"sys5","sys18",104,104,104
"sys5","sys19",104,104,4
"sys5","sys20",214,214,214
"sys5","sys21",20,5,5
"sys5","sys22",104,104,104
"sys5","sys23",104,4,4
"sys5","sys24",2,2,4
"sys5","sys25",104,104,104
"sys5","sys26",104,6,6
"sys5","sys27",204,204,4
"sys5","sys28",2,2,4
"sys5","sys29",204,4,4
"sys5","sys30",204,204,0
"sys5","sys31",2,5,5
"sys5","sys32",104,13,13
"sys5","sys33",104,104,104
"sys5","sys34",8,4,4
"sys5","sys35",10,4,4
"sys5","sys36",2,2,2
"sys5","sys37",214,214,5
"sys5","sys38",19,1,1
"sys5","sys39",104,104,104
"sys5","sys40",104,104,104
"sys5","sys41",13,13,13
"sys5","sys42",13,13,13
"sys5","sys43",13,13,13
"sys5","sys44",9,4,4
"sys5","sys46",20,5,5
"sys5","sys48",10,13,13
"sys5","sys49",104,6,6
"sys5","sys50",104,4,4
"sys5","sys51",20,14,14
"sys5","sys52",104,5,5
"sys5","sys53",214,214,5
"sys5","sys54",204,4,4
"sys5","sys55",204,204,4
"sys5","sys56",2,2,2
"sys5","sys57",104,104,13
"sys5","sys58",104,13,13
"sys5","sys59",8,4,4
"sys5","sys62",104,104,4
"sys6","sys7",2,5,5
"sys6","sys8",8,6,6
"sys6","sys9",8,4,4
"sys6","sys10",104,104,104
"sys6","sys11",9,4,4
"sys6","sys12",19,4,4
"sys6","sys13",2,4,4
"sys6","sys14",104,4,4
"sys6","sys15",104,4,4
"sys6","sys16",204,4,4
"sys6","sys17",104,104,104
"sys6","sys18",104,104,104
"sys6","sys19",104,104,104
"sys6","sys20",104,104,4
"sys6","sys21",2,2,0
"sys6","sys22",104,104,104
"sys6","sys23",10,6,6
"sys6","sys24",104,6,6
"sys6","sys25",214,214,214
"sys6","sys26",2,2,6
"sys6","sys27",10,6,6
"sys6","sys28",8,4,4
"sys6","sys29",17,13,13
"sys6","sys30",2,13,13
"sys6","sys31",8,4,0
"sys6","sys32",104,6,6
"sys6","sys33",104,6,6
"sys6","sys34",10,6,6
"sys6","sys35",104,4,4
"sys6","sys36",104,104,6
"sys6","sys37",20,14,14
"sys6","sys38",214,214,0
"sys6","sys39",214,214,14
"sys6","sys40",104,104,104
"sys6","sys41",10,6,6
"sys6","sys42",8,6,6
"sys6","sys43",2,4,4
"sys6","sys44",9,4,4
"sys6","sys46",104,4,4
"sys6","sys48",10,6,6
"sys6","sys49",10,6,6
"sys6","sys50",2,2,2
"sys6","sys51",104,104,5
"sys6","sys52",104,13,13
"sys6","sys53",2,5,5
"sys6","sys54",13,13,13
"sys6","sys55",9,13,13
"sys6","sys56",2,6,0
"sys6","sys57",104,104,104
"sys6","sys58",104,6,6
"sys6","sys59",8,6,6
"sys6","sys62",104,104,6
"sys7","sys8",9,4,4
"sys7","sys9",114,114,114
"sys7","sys10",9,4,4
"sys7","sys11",104,6,6
"sys7","sys12",19,13,13
"sys7","sys13",10,4,4
"sys7","sys14",5,5,5
"sys7","sys15",10,5,5
"sys7","sys16",114,114,114
"sys7","sys17",214,1,1
"sys7","sys18",104,4,4
"sys7","sys19",20,5,5
"sys7","sys20",104,5,5
"sys7","sys21",7,4,4
"sys7","sys22",17,14,14
"sys7","sys23",204,204,4
"sys7","sys24",204,204,4
"sys7","sys25",104,104,104
"sys7","sys26",10,4,4
"sys7","sys27",114,114,14
"sys7","sys28",10,4,4
"sys7","sys29",114,114,114
"sys7","sys30",2,2,2
"sys7","sys31",2,2,2
"sys7","sys32",10,4,4
"sys7","sys33",5,5,5
"sys7","sys34",204,5,5
"sys7","sys35",2,14,14
"sys7","sys36",10,10,10
"sys7","sys37",104,104,104
"sys7","sys38",104,104,104
"sys7","sys39",214,214,3
"sys7","sys40",214,214,214
"sys7","sys41",114,1,1
"sys7","sys42",204,4,4
"sys7","sys43",204,4,4
"sys7","sys44",2,4,4
"sys7","sys46",20,5,5
"sys7","sys48",10,4,4
"sys7","sys49",204,204,204
"sys7","sys50",10,6,6
"sys7","sys51",214,214,14
"sys7","sys52",214,214,214
"sys7","sys53",20,20,20
"sys7","sys54",2,2,2
"sys7","sys55",2,2,14
"sys7","sys56",7,4,4
"sys7","sys57",10,4,4
"sys7","sys58",114,14,14
"sys7","sys59",114,5,5
"sys7","sys62",104,104,104
"sys8","sys9",10,4,4
"sys8","sys10",9,6,6
"sys8","sys11",10,6,6
"sys8","sys12",19,19,1
"sys8","sys13",9,6,6
"sys8","sys14",5,5,5
"sys8","sys15",5,5,5
"sys8","sys16",5,5,5
"sys8","sys17",104,104,13
"sys8","sys18",214,214,14
"sys8","sys19",104,104,104
"sys8","sys20",104,104,104
"sys8","sys21",214,214,214
"sys8","sys22",104,104,104
"sys8","sys23",104,104,104
"sys8","sys24",2,2,2
"sys8","sys25",104,104,104
"sys8","sys26",9,4,4
"sys8","sys27",2,2,2
"sys8","sys28",204,204,204
"sys8","sys29",204,204,204
"sys8","sys30",204,204,204
"sys8","sys31",8,4,4
"sys8","sys32",9,9,9
"sys8","sys33",9,4,4
"sys8","sys34",19,19,4
"sys8","sys35",7,14,14
"sys8","sys36",214,14,14
"sys8","sys37",214,16,16
"sys8","sys38",204,4,4
"sys8","sys39",10,5,5
"sys8","sys40",10,6,6
"sys8","sys41",5,5,5
"sys8","sys42",8,4,4
"sys8","sys43",1,1,1
"sys8","sys44",9,4,4
"sys8","sys46",5,5,5
"sys8","sys48",104,4,4
"sys8","sys49",2,2,4
"sys8","sys50",2,2,2
"sys8","sys51",7,14,14
"sys8","sys52",20,20,14
"sys8","sys53",214,214,14
"sys8","sys54",204,204,204
"sys8","sys55",204,204,204
"sys8","sys56",8,6,6
"sys8","sys57",9,9,4
"sys8","sys58",9,9,1
"sys8","sys59",19,19,4
"sys8","sys62",8,6,6
"sys9","sys10",104,4,4
"sys9","sys11",9,6,6
"sys9","sys12",10,6,6
"sys9","sys13",2,2,6
"sys9","sys14",5,5,5
"sys9","sys15",20,5,5
"sys9","sys16",2,2,14
"sys9","sys17",104,104,13
"sys9","sys18",10,6,0
"sys9","sys19",104,104,104
"sys9","sys20",104,104,104
"sys9","sys21",9,4,4
"sys9","sys22",104,104,104
"sys9","sys23",104,104,104
"sys9","sys24",2,2,2
"sys9","sys25",104,104,104
"sys9","sys26",2,6,6
"sys9","sys27",204,204,204
"sys9","sys28",204,204,4
"sys9","sys29",204,204,204
"sys9","sys30",2,2,2
"sys9","sys31",2,2,4
"sys9","sys32",9,9,4
"sys9","sys33",104,1,1
"sys9","sys34",1,1,1
"sys9","sys35",214,3,3
"sys9","sys36",2,14,14
"sys9","sys37",19,16,16
"sys9","sys38",2,2,4
"sys9","sys39",10,13,13
"sys9","sys40",9,4,4
"sys9","sys41",5,5,5
"sys9","sys42",10,4,4
"sys9","sys43",5,5,5
"sys9","sys44",2,2,4
"sys9","sys46",5,5,5
"sys9","sys48",9,4,4
"sys9","sys49",9,4,4
"sys9","sys50",9,9,9
"sys9","sys51",10,5,5
"sys9","sys52",214,214,214
"sys9","sys53",214,214,214
"sys9","sys54",204,204,204
"sys9","sys55",2,2,2
"sys9","sys56",9,6,6
"sys9","sys57",9,9,1
"sys9","sys58",9,1,1
"sys9","sys59",1,1,1
"sys9","sys62",19,16,16
"sys10","sys11",2,6,6
"sys10","sys12",204,4,4
"sys10","sys13",10,6,6
"sys10","sys14",10,10,10
"sys10","sys15",10,10,5
"sys10","sys16",204,5,5
"sys10","sys17",2,2,4
"sys10","sys18",204,0,0
"sys10","sys19",10,6,6
"sys10","sys20",9,6,6
"sys10","sys21",204,5,0
"sys10","sys22",19,4,4
"sys10","sys23",19,13,13
"sys10","sys24",9,13,13
"sys10","sys25",104,104,4
"sys10","sys26",8,6,6
"sys10","sys27",9,6,6
"sys10","sys28",204,204,204
"sys10","sys29",204,4,4
"sys10","sys30",204,4,4
"sys10","sys31",2,4,4
"sys10","sys32",9,6,6
"sys10","sys33",8,6,6
"sys10","sys34",204,13,13
"sys10","sys35",204,204,5
"sys10","sys36",114,13,0
"sys10","sys37",20,5,5
"sys10","sys38",204,6,6
"sys10","sys39",204,4,0
"sys10","sys40",2,6,0
"sys10","sys41",9,4,4
"sys10","sys42",9,4,4
"sys10","sys43",8,6,6
"sys10","sys44",204,4,4
"sys10","sys46",10,10,13
"sys10","sys48",1,1,1
"sys10","sys49",17,13,13
"sys10","sys50",8,4,4
"sys10","sys51",10,5,5
"sys10","sys52",10,5,5
"sys10","sys53",10,5,5
"sys10","sys54",10,4,4
"sys10","sys55",204,6,6
"sys10","sys56",8,6,6
"sys10","sys57",9,6,6
"sys10","sys58",10,6,6
"sys10","sys59",204,6,6
"sys10","sys62",10,6,0
"sys11","sys12",8,13,13
"sys11","sys13",8,6,6
"sys11","sys14",2,2,6
"sys11","sys15",2,4,4
"sys11","sys16",10,6,0
"sys11","sys17",104,104,104
"sys11","sys18",204,13,13
"sys11","sys19",104,4,4
"sys11","sys20",104,6,6
"sys11","sys21",19,14,14
"sys11","sys22",104,13,13
"sys11","sys23",10,6,6
"sys11","sys24",9,6,6
"sys11","sys25",104,104,104
"sys11","sys26",10,6,6
"sys11","sys27",10,6,6
"sys11","sys28",10,13,13
"sys11","sys29",204,204,204
"sys11","sys30",204,204,6
"sys11","sys31",10,6,6
"sys11","sys32",9,6,6
"sys11","sys33",19,1,1
"sys11","sys34",9,4,4
"sys11","sys35",7,4,4
"sys11","sys36",7,4,4
"sys11","sys37",20,3,3
"sys11","sys38",7,4,4
"sys11","sys39",10,10,4
"sys11","sys40",10,4,4
"sys11","sys41",13,13,13
"sys11","sys42",13,13,13
"sys11","sys43",13,13,13
"sys11","sys44",19,6,6
"sys11","sys46",2,2,2
"sys11","sys48",9,6,6
"sys11","sys49",9,4,4
"sys11","sys50",9,4,4
"sys11","sys51",10,13,13
"sys11","sys52",7,14,14
"sys11","sys53",214,214,5
"sys11","sys54",10,6,6
"sys11","sys55",204,204,204
"sys11","sys56",10,6,6
"sys11","sys57",8,4,4
"sys11","sys58",9,1,1
"sys11","sys59",9,4,4
"sys11","sys62",19,16,16
"sys12","sys13",2,2,5
"sys12","sys14",10,4,4
"sys12","sys15",10,5,5
"sys12","sys16",7,5,5
"sys12","sys17",104,104,13
"sys12","sys18",9,4,4
"sys12","sys19",104,104,13
"sys12","sys20",104,104,6
"sys12","sys21",214,214,214
"sys12","sys22",104,4,4
"sys12","sys23",104,104,4
"sys12","sys24",104,4,4
"sys12","sys25",104,104,104
"sys12","sys26",9,4,4
"sys12","sys27",9,6,6
"sys12","sys28",5,5,5
"sys12","sys29",204,204,4
"sys12","sys30",204,204,204
"sys12","sys31",214,214,214
"sys12","sys32",9,9,9
"sys12","sys33",9,1,1
"sys12","sys34",9,14,14
"sys12","sys35",214,214,14
"sys12","sys36",214,214,14
"sys12","sys37",1,1,1
"sys12","sys38",10,6,6
"sys12","sys39",10,10,4
"sys12","sys40",10,6,6
"sys12","sys41",17,1,1
"sys12","sys42",19,1,1
"sys12","sys43",17,1,1
"sys12","sys44",17,4,4
"sys12","sys46",10,5,5
"sys12","sys48",214,14,0
"sys12","sys49",214,214,1
"sys12","sys50",2,2,14
"sys12","sys51",10,13,13
"sys12","sys52",10,5,5
"sys12","sys53",10,5,5
"sys12","sys54",204,6,6
"sys12","sys55",204,204,4
"sys12","sys56",104,104,6
"sys12","sys57",9,9,1
"sys12","sys58",9,1,1
"sys12","sys59",9,1,1
"sys12","sys62",214,1,1
"sys13","sys14",10,4,4
"sys13","sys15",10,5,5
"sys13","sys16",10,6,6
"sys13","sys17",10,13,13
"sys13","sys18",104,104,13
"sys13","sys19",4,4,4
"sys13","sys20",2,4,4
"sys13","sys21",10,10,4
"sys13","sys22",7,5,5
"sys13","sys23",10,6,6
"sys13","sys24",10,6,6
"sys13","sys25",104,104,104
"sys13","sys26",2,4,4
"sys13","sys27",9,4,4
"sys13","sys28",10,4,4
"sys13","sys29",204,204,204
"sys13","sys30",204,204,204
"sys13","sys31",10,6,6
"sys13","sys32",8,6,6
"sys13","sys33",104,104,4
"sys13","sys34",2,2,4
"sys13","sys35",10,5,5
"sys13","sys36",10,5,5
"sys13","sys37",104,104,104
"sys13","sys38",2,1,1
"sys13","sys39",10,5,5
"sys13","sys40",104,5,5
"sys13","sys41",9,6,6
"sys13","sys42",9,6,6
"sys13","sys43",9,4,4
"sys13","sys44",8,6,6
"sys13","sys46",2,2,4
"sys13","sys48",10,13,13
"sys13","sys49",10,13,13
"sys13","sys50",10,4,4
"sys13","sys51",10,5,5
"sys13","sys52",10,5,5
"sys13","sys53",5,5,5
"sys13","sys54",204,204,204
"sys13","sys55",204,204,204
"sys13","sys56",10,13,13
"sys13","sys57",104,104,4
"sys13","sys58",104,104,104
"sys13","sys59",8,4,4
"sys13","sys62",104,104,104
"sys14","sys15",6,6,6
"sys14","sys16",2,2,2
"sys14","sys17",104,104,104
"sys14","sys18",2,16,16
"sys14","sys19",104,104,104
"sys14","sys20",104,104,104
"sys14","sys21",2,2,14
"sys14","sys22",104,104,104
"sys14","sys23",104,104,104
"sys14","sys24",104,104,104
"sys14","sys25",104,104,5
"sys14","sys26",214,214,214
"sys14","sys27",10,4,4
"sys14","sys28",2,14,14
"sys14","sys29",2,2,2
"sys14","sys30",2,2,2
"sys14","sys31",214,5,5
"sys14","sys32",1,1,1
"sys14","sys33",2,2,14
"sys14","sys34",9,9,4
"sys14","sys35",104,5,5
"sys14","sys36",214,1,1
"sys14","sys37",214,14,14
"sys14","sys38",2,2,5
"sys14","sys39",5,5,5
"sys14","sys40",10,5,5
"sys14","sys41",5,5,5
"sys14","sys42",5,5,5
"sys14","sys43",20,5,5
"sys14","sys44",2,2,14
"sys14","sys46",10,10,6
"sys14","sys48",1,1,1
"sys14","sys49",104,104,104
"sys14","sys50",104,104,104
"sys14","sys51",5,5,5
"sys14","sys52",5,5,5
"sys14","sys53",214,5,5
"sys14","sys54",2,2,2
"sys14","sys55",2,2,2
"sys14","sys56",2,2,14
"sys14","sys57",19,4,4
"sys14","sys58",2,2,14
"sys14","sys59",9,9,4
"sys14","sys62",104,13,13
"sys15","sys16",114,114,114
"sys15","sys17",104,104,104
"sys15","sys18",10,6,0
"sys15","sys19",214,214,1
"sys15","sys20",10,5,5
"sys15","sys21",104,4,4
"sys15","sys22",104,13,13
"sys15","sys23",104,104,104
"sys15","sys24",104,104,104
"sys15","sys25",104,104,5
"sys15","sys26",20,5,5
"sys15","sys27",2,5,5
"sys15","sys28",10,5,5
"sys15","sys29",2,2,4
"sys15","sys30",2,2,2
"sys15","sys31",2,5,5
"sys15","sys32",10,1,1
"sys15","sys33",19,14,14
"sys15","sys34",9,1,1
"sys15","sys35",7,7,5
"sys15","sys36",9,14,14
"sys15","sys37",214,214,214
"sys15","sys38",10,5,5
"sys15","sys39",214,214,5
"sys15","sys40",214,5,5
"sys15","sys41",5,5,5
"sys15","sys42",5,5,5
"sys15","sys43",5,5,5
"sys15","sys44",2,5,5
"sys15","sys46",204,4,4
"sys15","sys48",104,13,13
"sys15","sys49",104,104,104
"sys15","sys50",104,104,104
"sys15","sys51",5,5,5
"sys15","sys52",14,14,14
"sys15","sys53",20,14,14
"sys15","sys54",204,4,4
"sys15","sys55",2,2,4
"sys15","sys56",104,4,4
"sys15","sys57",1,1,1
"sys15","sys58",7,4,4
"sys15","sys59",9,4,4
"sys15","sys62",104,5,5
"sys16","sys17",104,104,104
"sys16","sys18",2,6,0
"sys16","sys19",214,214,14
"sys16","sys20",5,5,5
"sys16","sys21",104,104,6
"sys16","sys22",104,13,13
"sys16","sys23",104,104,104
"sys16","sys24",104,104,104
"sys16","sys25",10,5,5
"sys16","sys26",10,5,5
"sys16","sys27",2,5,5
"sys16","sys28",2,6,6
"sys16","sys29",2,2,5
"sys16","sys30",2,5,5
"sys16","sys31",10,4,4
"sys16","sys32",10,13,13
"sys16","sys33",104,4,4
"sys16","sys34",19,19,1
"sys16","sys35",20,1,1
"sys16","sys36",19,1,1
"sys16","sys37",214,214,214
"sys16","sys38",10,5,5
"sys16","sys39",5,5,5
"sys16","sys40",20,14,14
"sys16","sys41",5,5,5
"sys16","sys42",17,5,5
"sys16","sys43",20,5,5
"sys16","sys44",2,2,0
"sys16","sys46",2,2,4
"sys16","sys48",214,214,13
"sys16","sys49",104,104,104
"sys16","sys50",104,104,4
"sys16","sys51",5,5,5
"sys16","sys52",214,1,1
"sys16","sys53",214,214,214
"sys16","sys54",2,2,5
"sys16","sys55",2,5,5
"sys16","sys56",104,6,6
"sys16","sys57",104,13,13
"sys16","sys58",10,5,5
"sys16","sys59",19,19,1
"sys16","sys62",104,104,5
"sys17","sys18",204,13,13
"sys17","sys19",10,6,6
"sys17","sys20",104,4,4
"sys17","sys21",19,14,14
"sys17","sys22",204,204,4
"sys17","sys23",10,6,6
"sys17","sys24",13,13,13
"sys17","sys25",104,104,104
"sys17","sys26",9,1,1
"sys17","sys27",9,4,4
"sys17","sys28",204,4,4
"sys17","sys29",204,204,204
"sys17","sys30",204,204,204
"sys17","sys31",204,204,4
"sys17","sys32",10,6,6
"sys17","sys33",104,6,6
"sys17","sys34",19,4,4
"sys17","sys35",204,204,4
"sys17","sys36",204,13,13
"sys17","sys37",10,13,13
"sys17","sys38",2,4,4
"sys17","sys39",17,14,14
"sys17","sys40",10,10,4
"sys17","sys41",204,204,6
"sys17","sys42",204,204,204
"sys17","sys43",204,204,204
"sys17","sys44",204,204,204
"sys17","sys46",204,204,204
"sys17","sys48",10,6,6
"sys17","sys49",19,13,13
"sys17","sys50",10,6,6
"sys17","sys51",1,1,1
"sys17","sys52",204,204,4
"sys17","sys53",10,4,4
"sys17","sys54",204,204,204
"sys17","sys55",204,204,204
"sys17","sys56",204,4,4
"sys17","sys57",10,6,6
"sys17","sys58",9,6,6
"sys17","sys59",19,4,4
"sys17","sys62",204,13,13
"sys18","sys19",204,204,0
"sys18","sys20",10,5,0
"sys18","sys21",204,204,204
"sys18","sys22",10,6,6
"sys18","sys23",204,13,13
"sys18","sys24",13,13,13
"sys18","sys25",13,13,13
"sys18","sys26",204,6,6
"sys18","sys27",204,204,204
"sys18","sys28",204,204,13
"sys18","sys29",10,6,0
"sys18","sys30",10,6,0
"sys18","sys31",13,13,13
"sys18","sys32",204,6,6
"sys18","sys33",10,6,6
"sys18","sys34",204,204,0
"sys18","sys35",10,6,6
"sys18","sys36",10,6,6
"sys18","sys37",10,6,6
"sys18","sys38",13,13,13
"sys18","sys39",13,13,13
"sys18","sys40",13,13,13
"sys18","sys41",10,6,0
"sys18","sys42",104,104,104
"sys18","sys43",104,0,0
"sys18","sys44",13,13,13
"sys18","sys46",204,13,0
"sys18","sys48",13,13,13
"sys18","sys49",13,13,13
"sys18","sys50",19,13,13
"sys18","sys51",13,13,13
"sys18","sys52",104,104,13
"sys18","sys53",13,13,13
"sys18","sys54",10,6,0
"sys18","sys55",10,6,0
"sys18","sys56",10,6,6
"sys18","sys57",204,6,6
"sys18","sys58",10,6,6
"sys18","sys59",204,204,204
"sys18","sys62",10,6,6
"sys19","sys20",17,13,13
"sys19","sys21",5,5,5
"sys19","sys22",204,204,204
"sys19","sys23",17,13,13
"sys19","sys24",204,4,4
"sys19","sys25",104,104,6
"sys19","sys26",9,4,4
"sys19","sys27",114,114,114
"sys19","sys28",204,13,13
"sys19","sys29",114,114,5
"sys19","sys30",204,204,204
"sys19","sys31",114,114,114
"sys19","sys32",204,4,4
"sys19","sys33",20,5,5
"sys19","sys34",204,4,4
"sys19","sys35",20,5,5
"sys19","sys36",20,5,5
"sys19","sys37",20,20,14
"sys19","sys38",10,13,13
"sys19","sys39",5,5,5
"sys19","sys40",10,5,5
"sys19","sys41",204,204,204
"sys19","sys42",204,204,204
"sys19","sys43",204,204,204
"sys19","sys44",204,204,4
"sys19","sys46",204,204,204
"sys19","sys48",19,1,1
"sys19","sys49",19,19,14
"sys19","sys50",2,4,4
"sys19","sys51",5,5,5
"sys19","sys52",20,20,20
"sys19","sys53",5,5,5
"sys19","sys54",114,114,1
"sys19","sys55",114,114,114
"sys19","sys56",204,5,5
"sys19","sys57",8,6,6
"sys19","sys58",9,1,1
"sys19","sys59",1,1,1
"sys19","sys62",20,5,5
"sys20","sys21",20,20,20
"sys20","sys22",204,204,204
"sys20","sys23",10,13,13
"sys20","sys24",10,4,4
"sys20","sys25",104,104,104
"sys20","sys26",9,4,4
"sys20","sys27",204,13,13
"sys20","sys28",204,6,6
"sys20","sys29",10,5,5
"sys20","sys30",204,204,5
"sys20","sys31",2,2,2
"sys20","sys32",204,4,4
"sys20","sys33",10,4,4
"sys20","sys34",204,204,13
"sys20","sys35",20,20,20
"sys20","sys36",20,14,14
"sys20","sys37",20,14,14
"sys20","sys38",10,5,5
