"si","sj","logLik","AIC","BIC"
"sys19","sys25",20,16,16
"sys19","sys27",19,16,16
"sys19","sys28",214,214,16
"sys19","sys30",20,16,16
"sys20","sys21",20,16,16
"sys20","sys22",2,14,0
"sys20","sys23",214,16,0
"sys20","sys24",214,16,16
"sys20","sys25",20,16,16
"sys20","sys27",2,16,16
"sys20","sys28",20,16,16
"sys20","sys30",20,3,3
"sys21","sys22",20,16,16
"sys21","sys23",114,114,16
"sys21","sys24",3,3,3
"sys21","sys25",3,3,3
"sys21","sys27",9,1,1
"sys21","sys28",20,16,16
"sys21","sys30",3,3,3
"sys22","sys23",20,16,16
"sys22","sys24",19,16,16
"sys22","sys25",20,16,16
"sys22","sys27",214,214,14
"sys22","sys28",214,214,214
"sys22","sys30",20,16,16
"sys23","sys24",20,16,16
"sys23","sys25",20,16,16
"sys23","sys27",214,214,214
"sys23","sys28",214,214,214
"sys23","sys30",20,16,16
"sys24","sys25",20,16,16
"sys24","sys27",20,16,16
"sys24","sys28",214,16,16
"sys24","sys30",9,3,3
"sys25","sys27",19,16,16
"sys25","sys28",20,16,16
"sys25","sys30",20,16,16
"sys27","sys28",20,16,16
"sys27","sys30",20,16,16
"sys28","sys30",20,3,3
