"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys31","sys32","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48","sys49","sys50","sys51","sys52","sys53","sys54","sys55","sys56","sys57","sys60","sys61","sys62","sys66","sys68","sys69","sys70","sys71","sys73","sys74","sys76","sys77","sys78","sys79","sys80","sys81","sys82","sys85","sys87","sys88"
0.07257569,0.08016415,0.0644641,0.08682041,0.14539944,0.02224529,0.09353505,0.06001377,0.03972948,0.13865766,0.09779739,0.10114153,0.07587899,0.09086205,0.09566523,0.08424063,0.10186666,0.09586898,0.10541818,0.07457889,0.07418289,0.06953625,0.07160264,0.07925404,0.07804195,0.07453492,0.11696776,0.00027351,0.0844388,0.08731811,0.07669634,0.0590906,0.00304295,0.05579955,0.09229741,0.10014639,0.09812524,0.08756668,0.14992191,0.07574675,0.0712418,0.07986962,0.11934894,0.14956701,0.18707584,0.07101145,0.13545024,0.10476868,0.09817253,0.0685125,0.05092276,0.06715707,0.10440479,0.07639591,0.09920712,0.08888864,0.0456402,0.04927504,0.0533373,0.08361873,0.1240613,0.05575159,0.05301821,0.0327465,0.02055174,0.07206197,0.07103279,0.09661485,0.05811568,0.10426145,0.10956172,0.10889809,0.04997773,0.1037389,0.10341717,0.06083859
0.07488199,0.0802553,0.07049024,0.09548419,0.14004764,0.02487844,0.0998414,0.05944784,0.04151015,0.13185021,0.09066951,0.0971435,0.08250321,0.08899699,0.09768052,0.09367142,0.1113491,0.1000961,0.10153432,0.08181237,0.07760736,0.07391382,0.07681682,0.08004043,0.08047648,0.07661626,0.10921697,0.0001962,0.08505336,0.08593873,0.07448423,0.05888332,0.00216816,0.05284384,0.08992893,0.09628299,0.10298823,0.09151616,0.14390867,0.07448223,0.06710862,0.07668833,0.12061806,0.14742178,0.19267643,0.07188288,0.13429333,0.10296271,0.09861332,0.0702432,0.05129353,0.06743214,0.10354129,0.0723371,0.10072216,0.09205805,0.04725957,0.04954986,0.05474273,0.08906923,0.11882567,0.05757388,0.05602401,0.03496793,0.0202086,0.07444769,0.07284529,0.09820557,0.05733509,0.10836432,0.11362313,0.11153153,0.04967704,0.09871422,0.09744055,0.06334606
0.07313377,0.07992367,0.06965842,0.0967143,0.14806886,0.02579075,0.09759756,0.0579911,0.03886523,0.13654894,0.09889666,0.10021622,0.08103454,0.08783759,0.1010882,0.08851651,0.10561986,0.10015115,0.10306281,0.07735059,0.07837742,0.07333324,0.07492709,0.07757348,0.07985577,0.07618938,0.11813933,0.0001962,0.08592504,0.08589646,0.07553745,0.05777849,0.00200439,0.05396,0.09300676,0.10091928,0.10249974,0.08850386,0.14900501,0.07646421,0.07114914,0.07780757,0.11897642,0.14929966,0.18620379,0.07820532,0.13379771,0.10362759,0.10040279,0.06921713,0.05166767,0.06502146,0.10863039,0.07909013,0.10254078,0.09786022,0.04294413,0.04661686,0.04990587,0.09875379,0.12196096,0.05472984,0.05112649,0.03614213,0.0195107,0.07274775,0.07759134,0.09881561,0.05784263,0.11009409,0.11406678,0.11303775,0.05072423,0.10459415,0.10641873,0.06424601
0.07083367,0.08188505,0.06623724,0.09245646,0.14342021,0.02467442,0.0975453,0.05865641,0.03815239,0.13595066,0.09690907,0.1016454,0.08017117,0.09222723,0.09825456,0.09053149,0.10264039,0.09505405,0.09868364,0.07782854,0.07983728,0.07557958,0.07693578,0.07934911,0.08078269,0.08138377,0.11294378,0.00024399,0.08742093,0.08607772,0.07698254,0.05861878,0.00256407,0.05441721,0.08946057,0.10117842,0.10402959,0.09079454,0.14923323,0.07612248,0.07092917,0.07935486,0.12032407,0.15350325,0.19330354,0.06826903,0.14156748,0.10720471,0.0982973,0.06704769,0.05120336,0.06863094,0.10449325,0.08108845,0.09973973,0.0915429,0.04093492,0.05036521,0.05245742,0.09885722,0.12149525,0.05702534,0.05723242,0.03433545,0.01986217,0.07624725,0.07210006,0.10069044,0.05871462,0.10558462,0.11097697,0.1103099,0.04895451,0.10742166,0.10744645,0.0632581
0.06644244,0.07871591,0.06733725,0.09176976,0.14248148,0.01861445,0.09525444,0.05829805,0.03763764,0.13567366,0.09446082,0.10225469,0.08213217,0.08731996,0.09771747,0.09017754,0.10188188,0.09677401,0.09794169,0.07459664,0.08008087,0.07632263,0.07717492,0.07750354,0.07764865,0.07423935,0.11230005,0.00021538,0.08256993,0.08041921,0.07241216,0.05409008,0.00216216,0.05105384,0.08658049,0.1015447,0.10021797,0.08540104,0.14807143,0.07496271,0.06787984,0.07406317,0.12082401,0.15374293,0.19035274,0.07151247,0.13231006,0.10286798,0.10212187,0.06263287,0.04598198,0.06116881,0.10372884,0.06860765,0.09756027,0.09079639,0.04326037,0.04833104,0.05227018,0.08751623,0.12012988,0.05610214,0.05318998,0.0351549,0.0166637,0.06831231,0.07080581,0.09457496,0.05142662,0.10742643,0.11131843,0.10809125,0.04715099,0.10160439,0.10571035,0.06223359
0.0690647,0.08101265,0.0657379,0.0915851,0.14636155,0.02689934,0.09440076,0.05967568,0.03661261,0.13380155,0.09360577,0.09998575,0.07181492,0.08715992,0.09772889,0.08316621,0.10816207,0.09622742,0.09265585,0.07296092,0.07118558,0.06743319,0.06721112,0.07738503,0.07505105,0.07479175,0.11156292,0.00035667,0.08707107,0.08436275,0.07116267,0.0544354,0.00262742,0.05200525,0.08717989,0.09884985,0.1027127,0.08676676,0.1456944,0.07122018,0.0715453,0.07059434,0.11295696,0.14822101,0.18613589,0.06791631,0.14180496,0.1026922,0.09998414,0.06818723,0.05114506,0.06530906,0.09841117,0.07313778,0.09340877,0.08971162,0.04558202,0.0493628,0.05276172,0.09157933,0.11645621,0.05840897,0.05680416,0.03013693,0.0183891,0.06621437,0.07371688,0.09179916,0.05279254,0.10557837,0.11174005,0.1091135,0.04787984,0.10728487,0.09823054,0.06576552
0.0694392,0.07887487,0.0675373,0.09575091,0.13991943,0.0250961,0.0960908,0.05575475,0.04274531,0.13619394,0.09836252,0.10067844,0.08412491,0.08930842,0.09891792,0.09371307,0.10287884,0.10065016,0.0985463,0.08056661,0.08287679,0.07929834,0.07913209,0.07799784,0.07889586,0.07760845,0.11680817,0.00021538,0.08603963,0.08426663,0.07902734,0.0599558,0.00247519,0.05543379,0.09747648,0.10365605,0.10250935,0.0899887,0.14864536,0.07652196,0.0704542,0.07841721,0.12195386,0.15439318,0.18772757,0.07358863,0.13914345,0.10248024,0.09518798,0.06693573,0.05061036,0.06682658,0.10821196,0.07565149,0.10387491,0.0981459,0.0432116,0.0474898,0.05091856,0.10104079,0.11985261,0.05736052,0.05682722,0.03497408,0.02060396,0.07793112,0.07787431,0.09910326,0.05952351,0.10931908,0.11604004,0.11546337,0.04771508,0.09735174,0.10269781,0.06059835
0.07303623,0.07923162,0.06217969,0.09100296,0.15018603,0.0247895,0.09332629,0.05726502,0.0383377,0.13385786,0.09329008,0.09858834,0.08134213,0.09009569,0.09633229,0.08520439,0.10275876,0.09637276,0.09821646,0.07923835,0.07514699,0.06947347,0.07231275,0.08426426,0.08503422,0.08261361,0.10771923,0.00026297,0.08590966,0.08764488,0.07367759,0.05642417,0.00192431,0.05667306,0.09340139,0.10337008,0.09734526,0.08578579,0.14687046,0.07789629,0.07237989,0.08093193,0.11498473,0.15359183,0.18769969,0.07157393,0.14098515,0.1049085,0.09939684,0.0625433,0.04707579,0.0632402,0.10664168,0.072164,0.10009561,0.09218249,0.04683528,0.0514886,0.05394639,0.08992063,0.11715151,0.05659859,0.05504023,0.03249325,0.0182398,0.07005229,0.07043043,0.0926914,0.05477228,0.10408183,0.10791262,0.10905264,0.05182126,0.10398109,0.10094173,0.06457141
0.07145241,0.07630405,0.06546522,0.08923868,0.13722634,0.02904569,0.09373404,0.06196556,0.04024088,0.13312897,0.09488439,0.10232008,0.0805045,0.08731387,0.095692,0.08939971,0.10769448,0.09544248,0.10327326,0.07693004,0.07807904,0.07384661,0.07699819,0.08118894,0.08205502,0.07852844,0.11131611,0.00023447,0.08501412,0.08509854,0.07108084,0.05483322,0.0029578,0.05362366,0.09081626,0.10307683,0.10407206,0.08661036,0.1425133,0.07459771,0.07029941,0.07632111,0.11643595,0.15194651,0.19166942,0.07328127,0.13559463,0.10318334,0.09748347,0.06704641,0.04836612,0.06363307,0.10548448,0.07334405,0.10269325,0.09103262,0.04638718,0.05035555,0.05555956,0.0928948,0.12024335,0.05665229,0.05358237,0.03811556,0.01802058,0.07105945,0.07396427,0.09825617,0.05190787,0.10383548,0.10975199,0.10701573,0.05266986,0.10542907,0.10543007,0.06205605
0.07078453,0.07933289,0.06800319,0.09536913,0.13944463,0.02293565,0.09913288,0.0571119,0.03812251,0.13753269,0.08956996,0.09886878,0.07519516,0.08869766,0.09815246,0.08750269,0.10121521,0.0957125,0.09955956,0.07565076,0.07531335,0.07106265,0.07137288,0.08157148,0.08298362,0.07809554,0.11024303,0.00028187,0.08593969,0.08694469,0.07619155,0.05871743,0.00205341,0.05393825,0.09275234,0.0990914,0.10174879,0.08984383,0.1498918,0.0738138,0.07448164,0.07713072,0.11809714,0.15200952,0.18970474,0.07027218,0.1370585,0.10650626,0.09880356,0.06696953,0.05098715,0.06541252,0.1049632,0.07120316,0.09804716,0.09491391,0.04532612,0.04999255,0.05220011,0.09270146,0.11656375,0.05825745,0.05480311,0.03601405,0.01701926,0.07409801,0.07311286,0.09467191,0.05555119,0.10192952,0.10923868,0.10696287,0.048211,0.10388419,0.10444521,0.06143062
0.07626602,0.07891327,0.06756132,0.09772291,0.14564164,0.02905937,0.09534309,0.05279054,0.03893558,0.13165476,0.0900609,0.09541012,0.07732256,0.08481265,0.09562522,0.09008172,0.11292764,0.09731632,0.10681958,0.08225,0.07211186,0.06820464,0.07168593,0.07621221,0.07687238,0.07195386,0.11001777,0.0002058,0.08324801,0.08210611,0.07388152,0.05457582,0.00255527,0.05519419,0.09322097,0.10236075,0.10104869,0.08939811,0.14542398,0.07706025,0.06639744,0.0790468,0.11452617,0.15037829,0.18589909,0.07728768,0.13635611,0.10015119,0.09241873,0.06889328,0.05214566,0.06518418,0.10895334,0.07094599,0.10473192,0.09633408,0.04240156,0.04623895,0.05003378,0.08882922,0.11551451,0.05547692,0.05148248,0.03367142,0.01839815,0.06903743,0.07688119,0.09331347,0.05324636,0.10336848,0.10970121,0.1096597,0.04910747,0.10617593,0.10239035,0.06113614
0.07077121,0.0805407,0.06623487,0.08584664,0.14037734,0.02847948,0.09588292,0.06014389,0.04040271,0.129253,0.09551911,0.0958603,0.08215732,0.08663663,0.10069669,0.09212957,0.11076977,0.10190186,0.09840384,0.07462437,0.07647799,0.07257221,0.07533229,0.075249,0.07468267,0.07297698,0.11884028,0.00029129,0.08395451,0.0858106,0.0718416,0.05471863,0.00249024,0.05383302,0.08971195,0.09901613,0.10003988,0.08745109,0.14270426,0.06757997,0.06481841,0.06919443,0.12224108,0.14743863,0.18380732,0.0720896,0.13336933,0.10215816,0.10205081,0.06749541,0.05116892,0.06582173,0.10524701,0.07264656,0.09945429,0.08855446,0.04393738,0.04926571,0.05340115,0.09319219,0.12301981,0.05680144,0.05361136,0.03755426,0.01880431,0.06898217,0.07847222,0.09647366,0.05772692,0.10762138,0.11257232,0.10968039,0.04811576,0.10322161,0.10461941,0.0621519
0.07255527,0.07808925,0.06211587,0.08565489,0.14240111,0.02193865,0.09386578,0.05922898,0.03715755,0.13640741,0.09516291,0.1000924,0.07699263,0.08357068,0.09987524,0.08581957,0.10117949,0.10072447,0.09631703,0.06949974,0.07659163,0.07325837,0.07386137,0.07448505,0.07263664,0.07143494,0.11341241,0.00026297,0.08423198,0.08393368,0.07527123,0.05717068,0.00273905,0.05260419,0.0882993,0.0980136,0.09863459,0.08369889,0.14283147,0.07405396,0.07383454,0.07424455,0.11788472,0.15177529,0.18698362,0.07047652,0.14001561,0.10284729,0.09848439,0.06502734,0.04742718,0.06231015,0.0993984,0.07569986,0.09718477,0.08874674,0.04509885,0.04951422,0.05326037,0.09312813,0.12143943,0.05700324,0.05339383,0.03401065,0.01900444,0.0710422,0.07288484,0.09228184,0.05190341,0.11068569,0.11513985,0.11369144,0.04904949,0.10621597,0.10217929,0.06267507
0.07517797,0.08173148,0.0674866,0.09067939,0.14879639,0.02821092,0.09749746,0.05644745,0.03964403,0.13661325,0.09928367,0.10199684,0.07514615,0.09277934,0.09990461,0.08936608,0.10778658,0.09989308,0.10537914,0.08042198,0.07643619,0.07160431,0.07286803,0.07855054,0.08121553,0.07838074,0.11914225,0.00017694,0.08633424,0.08791892,0.07399671,0.05567067,0.00247567,0.05552557,0.09341533,0.10500016,0.10152872,0.09036537,0.14916,0.07147707,0.07172529,0.07141212,0.11897321,0.14906763,0.18581698,0.06553472,0.13893477,0.10631075,0.10026666,0.07120119,0.05385024,0.06644836,0.11008124,0.07808252,0.10342887,0.09184428,0.04453457,0.04887171,0.05467242,0.09261405,0.12556456,0.05928232,0.05498294,0.03314959,0.01988613,0.07457432,0.07502133,0.09778462,0.05886261,0.11223139,0.11418054,0.11384985,0.04688167,0.1062571,0.10221722,0.06018057
0.07447363,0.07888192,0.06697673,0.0963379,0.14725249,0.02344488,0.09538174,0.05762286,0.03958734,0.13220091,0.09132232,0.09773129,0.07216247,0.08349909,0.09496841,0.08602779,0.10171335,0.09331487,0.10155159,0.08013469,0.07321578,0.06927263,0.07102782,0.07842217,0.07952728,0.07922562,0.1131403,0.00016728,0.08892236,0.08718093,0.0697495,0.05339624,0.00225545,0.0542555,0.09363338,0.1007943,0.10534935,0.09175011,0.15214078,0.07077413,0.07985389,0.07534751,0.11481761,0.14892868,0.18806883,0.05980525,0.13890842,0.10283523,0.09303302,0.06564629,0.04906706,0.06572829,0.10287644,0.07017493,0.10049149,0.09455615,0.04557236,0.04794169,0.05181156,0.09312509,0.11787226,0.05747507,0.05707026,0.03235955,0.01698489,0.0696557,0.07194906,0.0972609,0.05363027,0.10410555,0.11117982,0.11312351,0.04403968,0.10336407,0.1006621,0.06476492
0.06935335,0.07756628,0.06288513,0.08629826,0.13782253,0.02858859,0.08996267,0.0602906,0.0368876,0.1313433,0.09361345,0.09352809,0.07303422,0.08604644,0.09537312,0.08371651,0.10546538,0.09405305,0.09553505,0.07223198,0.07005341,0.06575551,0.06781225,0.08001521,0.08158555,0.07623299,0.11168865,0.00021538,0.08059034,0.08589614,0.07132637,0.05450551,0.00230615,0.05148059,0.08588733,0.0972856,0.09641873,0.08483584,0.14588092,0.07242567,0.07138274,0.0737646,0.10973733,0.14296821,0.18806406,0.07206237,0.13325209,0.10168047,0.09733709,0.06554218,0.04843207,0.06271772,0.10268893,0.07225665,0.0977121,0.0859421,0.04442233,0.04880672,0.05320992,0.09098923,0.11704816,0.05400479,0.05283034,0.03405341,0.01757949,0.07130074,0.0728575,0.0913097,0.05771371,0.10265221,0.10714874,0.10701758,0.04787411,0.0951646,0.1016494,0.06032704
0.07392263,0.0820112,0.06365181,0.09172016,0.14375319,0.02730134,0.09770882,0.05536721,0.0370362,0.13062162,0.094211,0.09548828,0.0781445,0.08943318,0.10194194,0.08495179,0.10659283,0.10378182,0.09921586,0.07312108,0.07207286,0.06785185,0.06981558,0.08159836,0.0828444,0.0837644,0.11561866,0.00025349,0.08547458,0.08823334,0.07201906,0.0575407,0.00305224,0.04995194,0.09236067,0.10170571,0.09477749,0.08403888,0.14890955,0.0740438,0.07118157,0.07637538,0.12051327,0.14991983,0.18386723,0.0714575,0.1332438,0.10106342,0.09600701,0.06462106,0.04990955,0.06803482,0.10470261,0.07802086,0.09814814,0.09268467,0.0413003,0.04618009,0.04854694,0.10173469,0.12446046,0.05856447,0.05682126,0.03365061,0.018213,0.07181037,0.07500797,0.08810907,0.05865349,0.11017001,0.11714398,0.11373645,0.04953177,0.09881657,0.10667643,0.06341686
