"sys1","sys2","sys3","sys4","sys5","sys6","sys7","sys8","sys9","sys10","sys11","sys12","sys13","sys14","sys15","sys16","sys17","sys18","sys19","sys20","sys21","sys22","sys23","sys24","sys25","sys26","sys27","sys28","sys29","sys30","sys33","sys34","sys35","sys36","sys37","sys38","sys39","sys40","sys41","sys42","sys43","sys44","sys45","sys46","sys47","sys48"
0.01737048,0.01444945,0.02042218,0.0945089,0.10519639,0.09665641,0.07776877,0.0753592,0.06484235,0.05955515,0.04887764,0.10928545,0.12226858,0.1019403,0.11544383,0.13551247,0.11349906,0.06881281,0.13035051,0.12235611,0.124956,0.0721101,0.09630109,0.09815239,0.09845821,0.04494058,0.0491397,0.04771872,0.11270454,0.10520592,0.05483202,0.05325161,0.05187963,0.12307699,0.08880071,0.07188868,0.07348464,0.06274671,0.05676793,0.06457096,0.087809,0.0985369,0.10144143,0.05270045,0.04410811,0.05308347
0.01914811,0.01512223,0.02156131,0.09151776,0.09715471,0.09675835,0.07295695,0.07520204,0.06275299,0.0599067,0.0482058,0.10853725,0.12020796,0.09804589,0.12140156,0.13621997,0.12151503,0.06811787,0.12983508,0.11602377,0.12191968,0.07369269,0.09697197,0.10286222,0.09780036,0.04519255,0.04620371,0.04478854,0.11369288,0.09716352,0.05381501,0.05312688,0.05136733,0.12070887,0.09069754,0.07300075,0.07312087,0.06247222,0.05572347,0.06005316,0.09345682,0.10166851,0.10015616,0.04976568,0.04176608,0.04966005
0.02029133,0.01629821,0.02294574,0.0926942,0.09955491,0.09253933,0.07109473,0.07013044,0.06376776,0.06068628,0.04536512,0.11185902,0.12600436,0.1035413,0.12029514,0.13416392,0.1199943,0.07053805,0.13126445,0.11444163,0.11753713,0.07546102,0.09724841,0.10068508,0.09777534,0.04345301,0.04627504,0.04440415,0.1087895,0.09749821,0.05436937,0.05464055,0.05146747,0.12196597,0.0865897,0.07356996,0.07367924,0.05667587,0.05510034,0.06135892,0.08776761,0.09776813,0.10066466,0.04788259,0.04220099,0.05155171
0.0200384,0.01566667,0.02311027,0.09505064,0.10375219,0.09864308,0.07814005,0.07426417,0.05808279,0.05582827,0.04449934,0.11469629,0.1306078,0.10715755,0.1196948,0.13984384,0.12022774,0.06359459,0.13121096,0.1217105,0.13069514,0.07610586,0.10032432,0.10467924,0.09989428,0.04904255,0.05133172,0.05001798,0.11510542,0.10018097,0.05285269,0.05058482,0.04900732,0.12643202,0.09157036,0.07756387,0.07713505,0.06301212,0.05832712,0.06681237,0.09207639,0.10591516,0.10314999,0.05514489,0.04690434,0.05410401
0.02151943,0.01744845,0.02436548,0.09694445,0.09949449,0.09507107,0.07046583,0.07112912,0.06305405,0.06362514,0.05110662,0.10150466,0.11531362,0.09460371,0.11050826,0.13178337,0.10993112,0.06821922,0.12494318,0.10959599,0.11635491,0.07607382,0.09673505,0.09825121,0.09203027,0.04646966,0.04981957,0.04807908,0.11023543,0.10212844,0.05807406,0.05609445,0.05416191,0.11990365,0.08708533,0.07685301,0.07781901,0.05896047,0.05573477,0.06176608,0.08800872,0.10011015,0.09590947,0.05353585,0.04565189,0.05214846
0.01983759,0.01601502,0.02330369,0.09823423,0.10574766,0.09772572,0.07801176,0.07655832,0.06268204,0.05517629,0.04464455,0.11312688,0.12353954,0.10128192,0.12182647,0.14069169,0.12367612,0.06448545,0.12834265,0.12057674,0.12296888,0.07381185,0.09535792,0.10371972,0.09570334,0.04891548,0.05133653,0.05147512,0.11572657,0.10233505,0.05047038,0.04999631,0.04950166,0.1239891,0.08807478,0.07235135,0.0741925,0.06368705,0.06212657,0.06515306,0.09565124,0.10298122,0.09482727,0.05728673,0.04624224,0.05387964
0.02104821,0.01766166,0.02471572,0.10156836,0.10357837,0.09955266,0.07395026,0.07855339,0.06450041,0.05894413,0.04727828,0.1095887,0.12234134,0.10091836,0.1215135,0.14225341,0.12554955,0.0695875,0.1220356,0.12341842,0.1250356,0.07580355,0.09633233,0.10226001,0.0983984,0.04512624,0.04800701,0.0475887,0.11740937,0.10577809,0.0549618,0.05459584,0.05291628,0.12685645,0.09024124,0.07691768,0.07609921,0.06082418,0.05648624,0.06457834,0.09229549,0.10165942,0.09877749,0.05248568,0.04342053,0.05417368
0.01955386,0.014564,0.02295214,0.08931556,0.09664463,0.09232183,0.06801777,0.07077669,0.06152148,0.06014014,0.0492436,0.10686461,0.12136713,0.09872416,0.11630446,0.13264801,0.11785561,0.0658866,0.12711951,0.12015567,0.12448765,0.0745986,0.10062261,0.1018607,0.09979771,0.04414894,0.04745562,0.04545101,0.10329104,0.09571362,0.05292564,0.05247231,0.04941341,0.11982446,0.08041016,0.07462086,0.07440945,0.05696541,0.05109025,0.06072848,0.09337649,0.1027365,0.099843,0.05091811,0.04139939,0.05049601
0.01819355,0.01470269,0.02093364,0.09371803,0.10392008,0.0963954,0.07408012,0.07189025,0.06168808,0.05736933,0.04674158,0.10813129,0.12212308,0.10042818,0.11594634,0.13233072,0.11663038,0.06773492,0.12451936,0.10962959,0.11243227,0.07297216,0.09393304,0.09968032,0.09716817,0.04572072,0.04774125,0.04714994,0.11002118,0.1004995,0.05282658,0.05238755,0.05112672,0.11874158,0.08799483,0.07404964,0.0738054,0.06004068,0.0546553,0.06272797,0.09215115,0.09930875,0.09885164,0.05221252,0.0431063,0.0516454
0.01731707,0.01390189,0.02076541,0.09533433,0.10078053,0.09525125,0.07171087,0.07380164,0.0651379,0.06297798,0.05025336,0.10983959,0.12203979,0.10020892,0.12214691,0.13871471,0.12155995,0.07034073,0.12822894,0.11517709,0.11915507,0.0767401,0.09824208,0.10280985,0.095363,0.04313673,0.04613364,0.04396708,0.1133917,0.101837,0.05663783,0.05546442,0.05301201,0.12642602,0.09024864,0.07760384,0.07700371,0.06057937,0.05612168,0.06382527,0.09557629,0.10325164,0.10185961,0.05175735,0.04101846,0.05331963
0.01733164,0.0153917,0.02091723,0.09109045,0.10542939,0.09638775,0.0744876,0.07498134,0.06202473,0.05653132,0.04827507,0.10739218,0.12020645,0.09921698,0.11863855,0.13604644,0.11857457,0.07017173,0.12789814,0.12010807,0.1250074,0.07862181,0.0954402,0.09982974,0.10186946,0.04259691,0.04473224,0.04532308,0.11174691,0.10174318,0.05129766,0.04919895,0.04816007,0.1207636,0.09022607,0.0791982,0.08056007,0.06288925,0.05709789,0.064252,0.09230827,0.09902678,0.10158334,0.0501626,0.03939314,0.05112031
0.01962378,0.01612532,0.02289809,0.10416656,0.10436395,0.09547147,0.08071716,0.07764676,0.06623023,0.06017993,0.0489487,0.10925725,0.12390406,0.10398398,0.12653484,0.14032664,0.1260356,0.07019724,0.1304088,0.11981893,0.12546046,0.07622466,0.09612713,0.09790189,0.09540404,0.04864689,0.05227532,0.04946302,0.12381598,0.10876781,0.05712752,0.05543975,0.05340204,0.13140116,0.09594138,0.07571346,0.07759639,0.06204516,0.05909284,0.06421522,0.09256901,0.10150702,0.09551743,0.05704869,0.04746346,0.05426222
0.02095815,0.01588112,0.02403327,0.08908884,0.095039,0.09195747,0.07351703,0.07076677,0.05905681,0.05335847,0.04651788,0.10516192,0.12059724,0.09563163,0.11387699,0.13332837,0.11521485,0.06021452,0.12271147,0.12072544,0.12588973,0.07077196,0.0958563,0.09858959,0.08942742,0.04228307,0.04560284,0.04441416,0.11003523,0.09784649,0.04858535,0.04824463,0.04542142,0.11534891,0.08778779,0.06992637,0.06947987,0.05349906,0.05154554,0.05874754,0.08600632,0.09916012,0.09434514,0.04977689,0.03956801,0.05089554
0.018002,0.01441681,0.02104295,0.09702101,0.09966157,0.09587306,0.07371146,0.07459536,0.0615075,0.05879855,0.04861837,0.10787987,0.12232617,0.09966302,0.12035811,0.13696813,0.12095419,0.06976335,0.13020395,0.12132929,0.12823302,0.07877622,0.09401641,0.09944584,0.09837276,0.04464909,0.04836613,0.04624063,0.1113511,0.09674946,0.05467442,0.05309209,0.05110086,0.12535006,0.09135807,0.07919895,0.08013573,0.06149348,0.05457293,0.06219194,0.09173958,0.09891792,0.09618778,0.05222197,0.04155426,0.05200471
0.01978754,0.01678469,0.02301738,0.09193569,0.10143302,0.09785897,0.07334614,0.06857176,0.05995896,0.05348387,0.04497522,0.10626991,0.11673673,0.09737513,0.11513288,0.13260692,0.11991027,0.06511486,0.12177008,0.11292171,0.11870702,0.07361678,0.09471872,0.10016032,0.09289189,0.04820796,0.05082907,0.05043018,0.10703103,0.09581957,0.04683019,0.04706858,0.04637037,0.11807783,0.08414891,0.07332529,0.07447607,0.05211335,0.04855631,0.05913013,0.09174775,0.10052997,0.09465841,0.05611763,0.04595074,0.05283795
0.01892897,0.01539439,0.02184504,0.09832232,0.10202647,0.09796628,0.07174418,0.07747707,0.06154393,0.05908387,0.04637742,0.10909669,0.12208183,0.10002078,0.1248546,0.14203768,0.12502002,0.06743519,0.1282402,0.12236836,0.12462218,0.07893217,0.10041077,0.10211603,0.09581973,0.0460585,0.0489395,0.04736561,0.11415972,0.10410329,0.05207286,0.0535943,0.05241317,0.1275387,0.08519443,0.07887564,0.08001678,0.05778643,0.05663054,0.0635071,0.09109413,0.10101201,0.09840941,0.05140096,0.04447118,0.05171536
0.01845762,0.01621121,0.02109084,0.08650615,0.10068484,0.09489801,0.07441341,0.067158,0.06426698,0.06024408,0.04438598,0.11001977,0.12302378,0.10051952,0.11885324,0.13446002,0.12047607,0.06446822,0.12679655,0.1213003,0.12686286,0.07515499,0.09239063,0.09833878,0.09524035,0.04266903,0.04619195,0.04394594,0.11014819,0.09555455,0.05412043,0.05248624,0.04984501,0.11912688,0.09105505,0.07583568,0.07677829,0.05797797,0.05134966,0.05828228,0.0886366,0.1033929,0.09889665,0.04961698,0.04155239,0.05029541
0.01905169,0.01588363,0.02247443,0.09598389,0.10340315,0.0954094,0.08048573,0.07416888,0.05916516,0.0571867,0.04664228,0.10449293,0.11997662,0.09917518,0.12312031,0.14239991,0.12531007,0.06727567,0.1266426,0.11851415,0.12314185,0.07577176,0.09784904,0.10322594,0.10021121,0.04302138,0.04553958,0.04393429,0.11620852,0.10172216,0.05377341,0.05346097,0.05055687,0.12703342,0.09019931,0.07602562,0.0749373,0.06049288,0.05407772,0.06282839,0.09308172,0.10002402,0.10358482,0.04981345,0.04075787,0.05188533
0.01776536,0.01465349,0.02080271,0.09569185,0.09675515,0.09605124,0.0772092,0.07298563,0.06225325,0.05556035,0.04967839,0.11085481,0.12457862,0.10000552,0.11678462,0.13581501,0.11927807,0.06519294,0.1228916,0.11632897,0.12083394,0.07016736,0.09591367,0.0974581,0.0946866,0.0431529,0.04571122,0.04410489,0.1108506,0.10093068,0.05269188,0.05147371,0.04996035,0.117694,0.08687984,0.07128487,0.07229981,0.05683748,0.05516067,0.06558523,0.08845621,0.09829125,0.09401561,0.05198574,0.03999644,0.05326101
0.02274098,0.02019616,0.0266404,0.09864063,0.10196773,0.09979483,0.07819098,0.07527158,0.06604275,0.06286186,0.04662258,0.11341853,0.12828312,0.10363034,0.12374899,0.13920224,0.12600745,0.0716948,0.12597814,0.12398414,0.12647879,0.07601377,0.09334759,0.09806943,0.0973974,0.04786562,0.0508366,0.04917148,0.1177598,0.10960204,0.05831022,0.0569467,0.05580499,0.1275986,0.09153144,0.07650425,0.07780291,0.0581105,0.05506991,0.06281913,0.08897662,0.09924821,0.09852852,0.05549614,0.04710269,0.05404556
0.01807307,0.01512488,0.02182934,0.10003242,0.10014414,0.0960378,0.0723033,0.07481766,0.06366971,0.06297898,0.04748868,0.10780284,0.12341861,0.09831155,0.11694445,0.13537657,0.11791783,0.06924684,0.12622206,0.1214146,0.12573949,0.07627483,0.09696536,0.10250166,0.09576976,0.04468869,0.04651067,0.04685364,0.11046726,0.103836,0.05672047,0.05778803,0.05644681,0.11744744,0.08534819,0.07695552,0.07699023,0.06460076,0.05842943,0.06487271,0.09098474,0.09939135,0.09694814,0.05190165,0.04202121,0.05150074
